,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
560,Weggis,4278,745,1498,735,744,315,241
561,Beromünster,6398,668,1626,912,1696,915,581
562,Büron,2329,229,586,393,636,295,190
563,Buttisholz,3209,294,700,498,880,555,282
564,Eich,1640,187,574,228,460,125,66
565,Geuensee,2890,252,746,456,892,365,179
566,Grosswangen,3116,304,718,465,808,545,276
567,Hildisrieden,2162,181,724,357,496,270,134
568,Knutwil,2129,201,528,297,676,300,127
569,Mauensee,1408,101,372,273,324,200,138
570,Neuenkirch,6849,631,1784,1038,1848,1000,548
571,Nottwil,3678,387,966,609,1000,465,251
572,Oberkirch,4586,473,1356,807,1116,585,249
573,Rickenbach (LU),3201,313,824,522,856,465,221
574,Ruswil,6792,715,1746,1020,1752,1045,514
575,Schenkon,2805,282,868,474,748,295,138
576,Schlierbach,831,70,172,87,312,145,45
577,Sempach,4056,408,1110,588,1196,585,169
578,Sursee,9530,1519,3032,1641,2108,845,385
579,Triengen,4517,394,1070,678,1176,680,519
580,Wolhusen,4204,489,1056,627,980,590,462
581,Alberswil,647,69,162,138,164,60,54
582,Altbüron,1006,83,274,195,264,115,75
583,Altishofen,1518,140,400,276,412,170,120
584,Dagmersellen,5240,628,1500,906,1360,560,286
585,Ebersecken,386,34,72,54,68,95,63
586,Egolzwil,1422,184,394,258,324,190,72
587,Ettiswil,2670,278,686,378,788,335,205
588,Fischbach,687,57,190,84,184,105,67
589,Gettnau,1105,112,238,207,312,115,121
590,Grossdietwil,829,76,234,114,180,135,90
591,Hergiswil bei Willisau,1858,159,414,285,496,350,154
592,Luthern,1239,111,288,219,264,205,152
593,Menznau,2849,309,666,408,616,560,290
594,Nebikon,2573,276,676,474,744,250,153
595,Pfaffnau,2596,343,792,408,568,305,180
596,Reiden,6902,904,1976,1227,1616,810,369
597,Roggliswil,665,76,190,129,120,95,55
598,Schötz,4220,498,1114,636,1156,585,231
599,Ufhusen,872,82,212,129,204,145,100
600,Wauwil,2104,215,620,321,512,295,141
601,Wikon,1476,188,422,237,364,165,100
602,Zell (LU),1998,205,482,333,516,295,167
603,Willisau,7652,987,2096,1209,1772,1085,503
604,Altdorf (UR),8968,1351,2856,1401,2024,995,341
605,Andermatt,1306,266,428,210,256,95,51
606,Attinghausen,1633,151,426,240,444,260,112
607,Bauen,164,36,50,27,36,15,0
608,Bürglen (UR),3945,434,1046,651,1024,610,180
609,Erstfeld,3681,524,1072,633,804,390,258
610,Flüelen,1979,282,588,288,496,195,130
611,Göschenen,427,71,168,63,80,45,0
612,Gurtnellen,563,75,168,78,104,75,63
613,Hospental,187,35,48,39,28,25,12
614,Isenthal,499,42,112,57,96,135,57
615,Realp,145,31,58,18,28,10,0
616,Schattdorf,5148,514,1698,726,1524,490,196
617,Seedorf (UR),1775,166,438,249,532,305,85
618,Seelisberg,632,97,208,90,112,95,30
619,Silenen,2006,247,580,306,476,250,147
620,Sisikon,369,46,116,60,76,25,46
621,Spiringen,831,81,226,105,196,140,83
622,Unterschächen,710,65,152,99,188,155,51
623,Wassen,409,69,118,72,80,45,25
624,Einsiedeln,15077,2100,4322,2427,3644,1790,794
625,Gersau,2231,386,760,351,444,170,120
626,Feusisberg,5165,698,1604,924,1204,530,205
627,Freienbach,15949,2335,5078,3039,3632,1295,570
628,Wollerau,7024,940,2284,1356,1484,680,280
629,Küssnacht (SZ),12231,1730,3952,2010,2796,1315,428
630,Altendorf,6817,863,2214,1245,1604,590,301
631,Galgenen,5155,607,1506,975,1304,500,263
632,Innerthal,191,23,58,27,52,25,6
633,Lachen,8458,1320,2832,1416,1872,765,253
634,Reichenburg,3534,421,976,654,884,380,219
635,Schübelbach,8973,1192,2438,1605,2304,860,574
636,Tuggen,3218,404,948,555,824,330,157
637,Vorderthal,1000,137,294,192,232,115,30
638,Wangen (SZ),4888,603,1502,948,1232,450,153
639,Alpthal,607,80,172,120,116,75,44
640,Arth,11559,1456,3264,1905,2804,1345,785
641,Illgau,790,70,170,117,200,145,88
642,Ingenbohl,8331,1245,2614,1419,1908,815,330
643,Lauerz,1066,112,272,183,264,180,55
644,Morschach,1096,166,274,174,248,145,89
645,Muotathal,3479,392,914,501,816,530,326
646,Oberiberg,869,168,340,99,164,80,18
647,Riemenstalden,88,11,16,3,12,15,31
648,Rothenthurm,2361,271,554,354,616,340,226
649,Sattel,1901,248,496,327,432,290,108
650,Schwyz,14588,2075,4138,2343,3312,1725,995
651,Steinen,3325,352,896,513,848,420,296
652,Steinerberg,900,85,280,132,192,125,86
653,Unteriberg,2344,371,620,381,580,255,137
654,Alpnach,5920,753,1680,1104,1504,590,289
655,Engelberg,4052,801,1186,642,824,380,219
656,Giswil,3591,403,974,579,920,450,265
657,Kerns,6038,695,1554,984,1560,720,525
658,Lungern,2091,304,618,309,480,235,145
659,Sachseln,5006,606,1426,819,1292,645,218
660,Sarnen,10078,1445,3032,1695,2436,970,500
661,Beckenried,3518,500,1116,591,828,370,113
662,Buochs,5325,662,1570,942,1292,600,259
663,Dallenwil,1816,229,482,264,456,255,130
664,Emmetten,1368,260,472,219,288,85,44
665,Ennetbürgen,4509,649,1616,747,1000,340,157
666,Ennetmoos,2093,226,672,327,516,240,112
667,Hergiswil (NW),5607,964,2012,966,1076,360,229
668,Oberdorf (NW),3093,364,924,453,804,430,118
669,Stans,8038,1119,2338,1407,2072,815,287
670,Stansstad,4382,788,1726,732,776,245,115
671,Wolfenschiessen,2107,230,536,336,512,320,173
672,Glarus Nord,17756,2521,5194,3093,4376,1745,827
673,Glarus Süd,9367,1596,3044,1647,1848,790,442
674,Glarus,12262,2005,3534,2139,3068,1060,456
675,Baar,23817,3425,7094,4131,6008,2320,839
676,Cham,15907,1999,4700,2973,4160,1480,595
677,Hünenberg,8794,850,2434,1527,2584,1025,374
678,Menzingen,4201,486,1170,786,956,555,248
679,Neuheim,2208,227,598,351,556,350,126
680,Oberägeri,5895,759,1650,1026,1520,650,290
681,Risch,10255,1119,3040,1908,2544,1070,574
682,Steinhausen,9627,1153,3008,1659,2536,1035,236
683,Unterägeri,8479,1156,2500,1347,2288,825,363
684,Walchwil,3588,477,1100,639,768,450,154
685,Zug,29048,5248,9150,5304,6116,2395,835
686,Bussy (FR),491,54,132,96,136,60,13
687,Châbles,782,50,172,171,216,105,68
688,Châtillon (FR),453,40,138,75,120,55,25
689,Cheiry,384,38,100,78,92,50,26
690,Cheyres,1429,211,418,252,312,185,51
691,Cugy (FR),1678,195,404,321,452,200,106
692,Estavayer-le-Lac,6133,909,1614,1185,1516,635,274
693,Fétigny,974,87,208,168,340,110,61
694,Gletterens,1028,94,290,198,280,125,41
695,Lully (FR),1158,88,248,216,412,135,59
696,Ménières,408,33,96,60,144,50,25
697,Montagny (FR),2375,266,548,474,636,325,126
698,Morens (FR),178,19,42,36,44,25,12
699,Murist,621,68,158,120,156,75,44
700,Nuvilly,403,39,104,75,116,45,24
701,Prévondavaux,69,8,18,15,28,0,0
702,Rueyres-les-Prés,474,45,98,96,124,65,46
703,Saint-Aubin (FR),1697,191,420,321,480,210,75
704,Sévaz,276,23,78,51,80,20,24
705,Surpierre,321,36,78,60,84,35,28
706,Vallon,410,50,84,84,116,55,21
707,Villeneuve (FR),382,43,88,78,80,55,38
708,Vuissens,251,27,68,33,92,25,6
709,Les Montets,1356,155,352,234,368,185,62
710,Delley-Portalban,1074,148,330,186,276,110,24
711,Vernay,1100,78,280,189,312,175,66
712,Belmont-Broye,5349,561,1282,1059,1392,695,360
713,Auboranges,282,18,80,54,72,45,13
714,Billens-Hennens,714,88,168,120,192,95,51
715,Chapelle (Glâne),277,14,66,42,108,35,12
716,Le Châtelard,380,29,88,48,88,65,62
717,Châtonnaye,816,64,178,120,192,140,122
718,Ecublens (FR),330,31,82,72,76,45,24
719,Grangettes,183,17,34,45,52,35,0
720,Massonnens,505,40,118,108,112,95,32
721,Mézières (FR),983,88,230,201,288,145,31
722,Montet (Glâne),388,22,98,84,128,25,31
723,Romont (FR),5087,736,1214,1029,1324,530,254
724,Rue,1493,177,392,297,436,135,56
725,Siviriez,2169,218,506,417,584,315,129
726,Ursy,2994,302,742,531,808,440,171
727,Villaz-Saint-Pierre,1236,153,298,222,296,230,37
728,Vuisternens-devant-Romont,2246,223,492,417,632,330,152
729,Villorsonnens,1313,124,328,246,368,190,57
730,Torny,886,80,206,150,276,100,74
731,La Folliaz,962,91,232,186,268,125,60
732,Haut-Intyamon,1509,225,430,315,304,145,90
733,Pont-en-Ogoz,1797,210,496,279,476,275,61
734,Botterens,568,54,158,87,160,85,24
735,Broc,2559,430,716,483,588,215,127
736,Bulle,21400,3309,5490,4281,5180,2285,855
737,Châtel-sur-Montsalvens,273,33,88,60,60,25,7
738,Corbières,849,84,272,147,188,95,63
739,Crésuz,331,69,138,39,60,25,0
740,Echarlens,799,69,202,123,272,100,33
741,Grandvillard,807,98,184,138,244,100,43
742,Gruyères,2160,287,526,378,612,260,97
743,Hauteville,656,63,172,114,192,90,25
744,Jaun,666,73,194,78,164,80,77
745,Marsens,1834,179,398,267,544,320,126
746,Morlon,584,58,170,84,156,80,36
747,Le Pâquier (FR),1150,102,246,216,372,165,49
748,Pont-la-Ville,584,46,156,93,152,110,27
749,Riaz,2458,293,602,522,656,255,130
750,La Roche,1625,161,428,267,480,180,109
751,Sâles,1431,113,320,225,428,235,110
752,Sorens,1066,113,258,201,336,110,48
753,Vaulruz,1037,95,262,192,288,125,75
754,Vuadens,2280,224,532,417,696,330,81
755,Bas-Intyamon,1306,176,360,225,336,145,64
756,Val-de-Charmey,2380,405,694,390,592,240,59
757,Arconciel,912,75,222,174,260,125,56
758,Autigny,783,72,200,132,244,115,20
759,Avry,1857,189,426,390,564,210,78
760,Belfaux,3304,283,778,603,932,470,238
761,Chénens,836,69,158,195,268,115,31
762,Chésopelloz,128,12,36,18,32,30,0
763,Corminboeuf,2304,166,576,477,768,225,92
764,Corserey,406,42,94,63,132,50,25
765,Cottens (FR),1460,106,336,240,468,220,90
766,Ependes (FR),1105,94,246,246,292,140,87
767,Ferpicloz,273,14,66,57,80,50,6
768,Fribourg,37087,7103,9712,6807,7172,3735,2558
769,Givisiez,3055,363,800,645,892,245,110
770,Granges-Paccot,3595,443,922,738,940,375,177
771,Grolley,1886,178,478,393,508,240,89
772,Marly,8007,939,2112,1716,1840,925,475
773,Matran,1523,158,328,300,456,190,91
774,Neyruz (FR),2574,223,612,501,832,260,146
775,Noréaz,650,39,130,108,220,90,63
776,Pierrafortscha,148,14,26,30,32,25,21
777,Ponthaux,719,41,148,141,208,95,86
778,Le Mouret,3136,337,770,588,912,370,159
779,Prez-vers-Noréaz,1036,110,308,168,288,125,37
780,Senèdes,157,14,46,21,44,20,12
781,Treyvaux,1431,141,338,270,396,235,51
782,Villars-sur-Glâne,11783,1506,2912,2427,2948,1420,570
783,Villarsel-sur-Marly,78,7,12,24,20,15,0
784,Hauterive (FR),2368,211,588,378,736,355,100
785,La Brillaz,1962,145,454,378,604,270,111
786,La Sonnaz,1089,85,288,147,328,170,71
787,Gibloux,7189,665,1594,1356,2236,1040,298
788,Barberêche,524,50,120,84,164,60,46
789,Courgevaux,1406,103,348,312,448,150,45
790,Courtepin,3733,332,852,816,1064,465,204
791,Cressier (FR),932,70,238,171,312,90,51
792,Fräschels,456,34,138,120,116,35,13
793,Galmiz,665,83,186,126,160,85,25
794,Gempenach,296,29,118,39,68,30,12
795,Greng,175,23,62,27,20,25,18
796,Gurmels,4128,380,1160,762,1220,435,171
797,Kerzers,4873,520,1372,888,1272,485,336
798,Kleinbösingen,639,55,190,147,168,60,19
799,Meyriez,571,69,144,117,164,55,22
800,Misery-Courtion,1899,182,456,387,500,270,104
801,Muntelier,946,129,336,162,204,90,25
802,Murten,8075,1157,2298,1437,2032,810,341
803,Ried bei Kerzers,1154,137,338,219,260,135,65
804,Ulmiz,422,26,166,69,120,25,16
805,Villarepos,647,71,170,111,164,80,51
806,Wallenried,450,41,112,81,140,70,6
807,Mont-Vully,3526,404,1142,624,916,305,135
808,Alterswil,2009,245,618,342,488,230,86
809,Brünisried,642,89,176,123,172,50,32
810,Düdingen,7696,992,2404,1329,1900,735,336
811,Giffers,1540,182,446,261,452,140,59
812,Bösingen,3373,318,1092,633,984,255,91
813,Heitenried,1355,142,390,219,372,170,62
814,Oberschrot,1162,116,306,219,292,180,49
815,Plaffeien,1969,350,660,333,420,150,56
816,Plasselb,1002,149,330,156,220,110,37
817,Rechthalten,1051,150,338,174,264,80,45
818,St. Antoni,2030,240,696,372,464,215,43
819,St. Silvester,976,97,310,204,232,100,33
820,St. Ursen,1281,156,364,240,320,125,76
821,Schmitten (FR),4001,370,1112,765,1160,390,204
822,Tafers,3295,374,952,501,896,375,197
823,Tentlingen,1312,157,406,216,404,105,24
824,Ueberstorf,2316,290,738,321,620,240,107
825,Wünnewil-Flamatt,5414,654,1540,918,1308,620,374
826,Zumholz,380,48,94,57,96,50,35
827,Attalens,3320,351,794,576,1124,360,115
828,Bossonnens,1460,153,278,324,464,155,86
829,Châtel-Saint-Denis,6459,961,1682,1260,1768,530,258
830,Granges (Veveyse),843,81,186,207,292,45,32
831,Remaufens,1080,86,250,228,380,100,36
832,Saint-Martin (FR),1001,81,200,162,324,170,64
833,Semsales,1422,166,358,273,420,145,60
834,Le Flon,1168,110,226,207,304,225,96
835,La Verrerie,1143,98,284,204,336,160,61
836,Egerkingen,3448,480,1036,567,804,385,176
837,Härkingen,1548,171,518,258,360,175,66
838,Kestenholz,1783,206,544,303,500,160,70
839,Neuendorf,2074,257,584,339,556,260,78
840,Niederbuchsiten,1131,166,364,216,244,120,21
841,Oberbuchsiten,2141,306,648,411,460,210,106
842,Oensingen,6198,925,1938,1113,1300,605,317
843,Wolfwil,2108,265,746,345,452,240,60
844,Aedermannsdorf,546,55,160,60,160,85,26
845,Balsthal,6020,839,1678,1056,1336,740,371
846,Gänsbrunnen,91,9,18,12,8,25,19
847,Herbetswil,536,61,168,81,116,85,25
848,Holderbank (SO),650,96,188,114,128,95,29
849,Laupersdorf,1713,181,502,276,428,215,111
850,Matzendorf,1299,131,412,273,276,155,52
851,Mümliswil-Ramiswil,2404,362,678,399,516,290,159
852,Welschenrohr,1054,180,320,189,176,115,74
853,Biezwil,326,31,98,66,68,25,38
854,Lüterkofen-Ichertswil,776,101,280,120,184,60,31
855,Lüterswil-Gächliwil,327,42,108,63,76,20,18
856,Messen,1463,141,384,312,336,195,95
857,Schnottwil,1067,121,388,177,288,80,13
858,Unterramsern,207,22,68,39,44,20,14
859,Lüsslingen-Nennigkofen,1032,145,316,213,172,120,66
860,Buchegg,2503,306,864,480,480,250,123
861,Bättwil,1185,101,336,252,312,140,44
862,Büren (SO),993,114,236,216,292,110,25
863,Dornach,6509,1191,2042,1050,1400,525,301
864,Gempen,879,95,260,135,236,85,68
865,Hochwald,1296,109,418,201,264,200,104
866,Hofstetten-Flüh,3174,307,1032,603,856,250,126
867,Metzerlen-Mariastein,903,140,324,171,192,50,26
868,Nuglar-St. Pantaleon,1494,160,498,261,396,125,54
869,Rodersdorf,1312,118,456,213,276,165,84
870,Seewen,1012,150,350,156,276,55,25
871,Witterswil,1450,143,440,285,408,135,39
872,Hauenstein-Ifenthal,305,35,90,51,56,40,33
873,Kienberg,508,59,142,99,88,75,45
874,Lostorf,3888,407,1304,672,1068,315,122
875,Niedergösgen,3775,517,1220,624,784,435,195
876,Obergösgen,2175,332,710,348,500,150,135
877,Rohr (SO),95,6,32,18,16,10,13
878,Stüsslingen,1055,112,370,195,260,100,18
879,Trimbach,6417,1091,1828,1131,1244,690,433
880,Winznau,1808,291,610,294,400,170,43
881,Wisen (SO),400,43,148,75,92,30,12
882,Erlinsbach (SO),3405,446,1032,642,868,275,142
883,Aeschi (SO),1197,166,472,201,268,65,25
884,Biberist,8196,1296,2564,1503,1728,780,325
885,Bolken,584,55,160,102,200,55,12
886,Deitingen,2210,230,716,441,556,200,67
887,Derendingen,6300,972,1950,1188,1308,585,297
888,Etziken,812,122,286,126,192,55,31
889,Gerlafingen,4959,740,1444,780,1016,625,354
890,Halten,868,81,300,153,244,65,25
891,Horriwil,865,70,288,150,212,115,30
892,Hüniken,100,7,34,21,28,10,0
893,Kriegstetten,1264,151,404,234,304,100,71
894,Lohn-Ammannsegg,2747,288,1054,468,680,220,37
895,Luterbach,3465,524,1182,537,812,275,135
896,Obergerlafingen,1122,130,428,189,240,105,30
897,Oekingen,832,95,264,147,188,85,53
898,Recherswil,1900,197,708,336,388,180,91
899,Subingen,3070,378,948,615,728,275,126
900,Zuchwil,8693,1749,2652,1506,1652,780,354
901,Drei Höfe,726,64,278,111,200,60,13
902,Balm bei Günsberg,190,13,86,15,60,10,6
903,Bellach,5156,767,1710,960,1076,415,228
904,Bettlach,4849,799,1648,954,960,395,93
905,Feldbrunnen-St. Niklaus,970,140,372,174,168,110,6
906,Flumenthal,948,147,342,159,220,60,20
907,Grenchen,16658,3017,5114,2958,3052,1425,1092
908,Günsberg,1155,168,396,240,236,90,25
909,Hubersdorf,729,57,226,132,188,100,26
910,Kammersrohr,30,3,12,9,0,0,6
911,Langendorf,3667,646,1202,564,864,265,126
912,Lommiswil,1491,150,524,240,384,130,63
913,Oberdorf (SO),1671,177,542,270,436,175,71
914,Riedholz,2265,265,752,402,532,240,74
915,Rüttenen,1471,229,452,279,308,140,63
916,Selzach,3361,415,1032,633,840,300,141
917,Boningen,766,99,224,165,172,60,46
918,Däniken,2741,413,922,471,608,190,137
919,Dulliken,4834,751,1374,873,1032,450,354
920,Eppenberg-Wöschnau,317,68,118,48,36,35,12
921,Fulenbach,1726,207,522,291,452,180,74
922,Gretzenbach,2689,286,788,474,680,330,131
923,Gunzgen,1646,233,542,273,408,160,30
924,Hägendorf,4882,597,1448,837,1112,510,378
925,Kappel (SO),3124,394,1036,564,732,285,113
926,Olten,17687,3891,5780,2916,3088,1290,722
927,Rickenbach (SO),886,123,360,177,168,45,13
928,Schönenwerd,4900,694,1386,945,1040,485,350
929,Starrkirch-Wil,1698,185,544,288,512,145,24
930,Walterswil (SO),689,81,216,105,164,80,43
931,Wangen bei Olten,5001,754,1510,891,1176,470,200
932,Solothurn,16196,3567,5036,2772,3056,1145,620
933,Bärschwil,806,97,288,159,156,70,36
934,Beinwil (SO),243,29,48,36,32,35,63
935,Breitenbach,3790,456,1100,684,932,380,238
936,Büsserach,2226,262,672,354,576,270,92
937,Erschwil,902,88,266,180,180,150,38
938,Fehren,591,60,190,84,140,85,32
939,Grindel,482,58,168,90,104,30,32
940,Himmelried,923,134,358,135,160,85,51
941,Kleinlützel,1232,170,410,177,288,140,47
942,Meltingen,648,65,222,99,144,85,33
943,Nunningen,1860,240,544,372,396,205,103
944,Zullwil,645,96,156,105,152,70,66
945,Basel,166382,41701,49482,28554,28448,12025,6172
946,Bettingen,1069,135,332,189,264,105,44
947,Riehen,20466,3406,6656,3510,4680,1620,594
948,Aesch (BL),10060,1395,3348,1998,2288,690,341
949,Allschwil,20392,3732,6974,3756,4100,1430,400
950,Arlesheim,9101,1521,2868,1671,2008,800,233
951,Biel-Benken,3396,312,1164,585,872,340,123
952,Binningen,15167,2725,4922,2667,3308,1140,405
953,Birsfelden,10216,2198,3344,1770,1884,720,300
954,Bottmingen,6427,976,2156,1158,1412,555,170
955,Ettingen,4971,695,1750,909,1232,320,65
956,Münchenstein,11866,1903,3810,2175,2552,1035,391
957,Muttenz,17407,2714,5660,3120,3956,1455,502
958,Oberwil (BL),11142,1514,3600,1905,2852,920,351
959,Pfeffingen,2335,160,806,492,572,245,60
960,Reinach (BL),18666,2789,6324,3417,4256,1330,550
961,Schönenbuch,1380,131,454,339,328,110,18
962,Therwil,9894,1216,3162,1794,2472,930,320
963,Blauen,691,70,240,135,168,60,18
964,Brislach,1629,158,452,327,508,130,54
965,Burg im Leimental,256,40,74,30,64,40,8
966,Dittingen,730,125,258,96,160,50,41
967,Duggingen,1520,193,440,288,400,165,34
968,Grellingen,1813,227,642,354,368,165,57
969,Laufen,5474,904,1592,888,1196,565,329
970,Liesberg,1116,199,350,198,248,75,46
971,Nenzlingen,429,41,134,60,128,30,36
972,Roggenburg,274,40,88,39,80,15,12
973,Röschenz,1813,182,580,321,504,170,56
974,Wahlen,1407,150,452,273,384,130,18
975,Zwingen,2257,303,656,492,560,200,46
976,Arisdorf,1647,142,524,312,408,180,81
977,Augst,980,190,434,168,116,40,32
978,Bubendorf,4348,447,1410,777,1128,380,206
979,Frenkendorf,6420,984,1942,1071,1524,615,284
980,Füllinsdorf,4294,705,1492,708,884,370,135
981,Giebenach,1034,105,336,219,228,100,46
982,Hersberg,328,35,116,57,68,40,12
983,Lausen,5014,580,1594,978,1220,435,207
984,Liestal,13869,2176,4386,2328,3008,1390,581
985,Lupsingen,1399,149,468,237,356,120,69
986,Pratteln,15931,2492,4998,2811,3464,1440,726
987,Ramlinsburg,692,61,250,132,148,75,26
988,Seltisberg,1302,143,430,246,292,165,26
989,Ziefen,1527,126,440,258,400,205,98
990,Anwil,578,46,162,111,180,55,24
991,Böckten,786,91,250,135,220,90,0
992,Buckten,690,75,238,108,144,85,40
993,Buus,993,102,314,186,240,85,66
994,Diepflingen,740,85,220,120,180,110,25
995,Gelterkinden,5913,816,1914,1050,1372,505,256
996,Häfelfingen,250,30,70,48,48,35,19
997,Hemmiken,258,49,88,54,56,5,6
998,Itingen,2082,196,688,396,556,195,51
999,Känerkinden,514,59,184,75,128,50,18
1000,Kilchberg (BL),157,11,56,27,32,25,6
1001,Läufelfingen,1290,152,364,210,300,155,109
1002,Maisprach,933,109,320,174,208,85,37
1003,Nusshof,257,23,92,45,48,30,19
1004,Oltingen,481,60,118,63,136,60,44
1005,Ormalingen,2151,282,722,354,560,175,58
1006,Rickenbach (BL),587,68,178,138,120,50,33
1007,Rothenfluh,757,91,226,135,180,80,45
1008,Rümlingen,381,36,104,81,84,40,36
1009,Rünenberg,771,89,270,138,176,80,18
1010,Sissach,6651,964,2110,1206,1516,580,275
1011,Tecknau,851,68,284,162,204,90,43
1012,Tenniken,930,92,350,159,188,85,56
1013,Thürnen,1381,165,464,255,352,90,55
1014,Wenslingen,706,77,250,117,172,60,30
1015,Wintersingen,604,70,224,69,156,60,25
1016,Wittinsburg,417,43,124,45,124,55,26
1017,Zeglingen,483,50,142,66,156,50,19
1018,Zunzgen,2458,292,838,453,552,230,93
1019,Arboldswil,556,48,190,84,140,70,24
1020,Bennwil,636,71,196,108,148,75,38
1021,Bretzwil,769,78,178,168,188,75,82
1022,Diegten,1605,161,472,285,416,185,86
1023,Eptingen,517,76,162,111,108,40,20
1024,Hölstein,2412,246,784,408,548,280,146
1025,Lampenberg,497,59,148,75,112,55,48
1026,Langenbruck,948,131,280,180,196,90,71
1027,Lauwil,330,36,106,54,96,20,18
1028,Liedertswil,161,25,48,33,44,5,6
1029,Niederdorf,1796,222,530,300,424,220,100
1030,Oberdorf (BL),2380,275,734,420,504,270,177
1031,Reigoldswil,1570,194,458,279,352,165,122
1032,Titterten,402,54,132,72,92,40,12
1033,Waldenburg,1161,192,354,195,188,140,92
1034,Gächlingen,814,119,260,111,168,120,36
1035,Löhningen,1427,160,456,219,364,150,78
1036,Neunkirch,2098,287,650,423,532,160,46
1037,Büttenhardt,360,35,128,57,100,20,20
1038,Dörflingen,974,86,342,213,204,80,49
1039,Lohn (SH),762,75,216,138,224,60,49
1040,Stetten (SH),1329,93,382,189,440,180,45
1041,Thayngen,5350,840,1702,882,1220,530,176
1042,Bargen (SH),302,42,104,69,44,30,13
1043,Beringen,4587,614,1498,855,1024,390,206
1044,Buchberg,822,83,296,129,204,85,25
1045,Merishausen,855,81,198,147,244,105,80
1046,Neuhausen am Rheinfall,10170,1999,3106,1677,2112,770,506
1047,Rüdlingen,749,86,272,120,188,70,13
1048,Schaffhausen,35368,6800,11084,5850,7100,3105,1429
1049,Beggingen,472,65,142,93,84,60,28
1050,Schleitheim,1646,224,522,237,288,230,145
1051,Siblingen,842,96,286,168,212,50,30
1052,Buch (SH),308,48,114,57,44,25,20
1053,Hemishofen,470,54,160,75,112,45,24
1054,Ramsen,1424,210,432,228,300,160,94
1055,Stein am Rhein,3337,626,1088,582,692,235,114
1056,Hallau,2083,303,690,318,364,240,168
1057,Oberhallau,443,45,136,63,100,60,39
1058,Trasadingen,596,82,196,99,128,60,31
1059,Wilchingen,1707,188,542,297,336,210,134
1060,Herisau,15402,2627,4732,2613,3320,1420,690
1061,Hundwil,936,96,206,138,172,195,129
1062,Schönengrund,510,64,170,87,64,65,60
1063,Schwellbrunn,1531,140,372,243,320,285,171
1064,Stein (AR),1408,150,390,240,344,210,74
1065,Urnäsch,2233,329,668,294,428,310,204
1066,Waldstatt,1731,182,438,258,412,215,226
1067,Bühler,1714,240,422,264,452,215,121
1068,Gais,3049,403,896,522,636,360,232
1069,Speicher,4188,548,1232,699,996,490,223
1070,Teufen (AR),6099,888,1744,1014,1312,705,436
1071,Trogen,1701,224,466,270,356,200,185
1072,Grub (AR),1016,97,304,195,200,140,80
1073,Heiden,4149,639,1212,744,952,405,197
1074,Lutzenberg,1233,154,480,219,224,120,36
1075,Rehetobel,1715,201,480,327,380,200,127
1076,Reute (AR),695,101,266,111,124,80,13
1077,Wald (AR),856,118,238,129,180,100,91
1078,Walzenhausen,2005,336,634,336,356,225,118
1079,Wolfhalden,1829,253,582,324,388,175,107
1080,Appenzell,5633,829,1638,900,1148,830,288
1081,Gonten,1373,153,320,192,272,255,181
1082,Rüte,3530,364,784,450,860,705,367
1083,Schlatt-Haslen,1095,106,270,153,196,215,155
1084,Schwende,2183,209,460,330,532,460,192
1085,Oberegg,1873,242,598,294,404,230,105
1086,Häggenschwil,1295,103,336,195,320,255,86
1087,Muolen,1192,115,306,192,260,190,129
1088,St. Gallen,73487,16348,22248,12132,13704,5940,3115
1089,Wittenbach,9665,1351,2972,1686,2276,975,405
1090,Berg (SG),838,61,260,108,184,155,70
1091,Eggersriet,2257,230,670,393,560,285,119
1092,Goldach,8905,1371,2926,1473,1948,870,317
1093,Mörschwil,3505,329,980,627,904,465,200
1094,Rorschach,9204,2040,2646,1389,1716,910,503
1095,Rorschacherberg,7011,1006,2258,1260,1552,650,285
1096,Steinach,3519,544,1108,618,824,375,50
1097,Tübach,1406,157,422,186,352,205,84
1098,Untereggen,1055,81,264,171,240,240,59
1099,Au (SG),7481,1144,2164,1278,1696,750,449
1100,Balgach,4538,585,1426,819,1044,490,174
1101,Berneck,3918,490,1220,645,972,440,151
1102,Diepoldsau,6271,639,1762,1062,1700,770,338
1103,Rheineck,3417,585,1078,534,692,350,178
1104,St. Margrethen,5752,821,1538,1032,1312,635,414
1105,Thal,6317,889,1954,1056,1372,685,361
1106,Widnau,9411,1137,2614,1689,2376,1060,535
1107,Altstätten,11235,1689,3268,1764,2360,1410,744
1108,Eichberg,1517,159,386,234,444,190,104
1109,Marbach (SG),2080,242,568,381,580,245,64
1110,Oberriet (SG),8712,940,2228,1497,2260,1030,757
1111,Rebstein,4434,611,1282,699,1072,455,315
1112,Rüthi (SG),2270,275,650,402,484,295,164
1113,Buchs (SG),12378,1935,3310,2211,2536,1280,1106
1114,Gams,3313,343,856,588,784,440,302
1115,Grabs,6825,832,1912,1179,1648,790,464
1116,Sennwald,5410,732,1692,882,1272,585,247
1117,Sevelen,4956,693,1410,861,1076,535,381
1118,Wartau,5214,670,1476,822,1248,610,388
1119,Bad Ragaz,5770,1101,1800,921,1180,540,228
1120,Flums,4848,652,1166,804,1160,680,386
1121,Mels,8455,984,2302,1413,2092,1155,509
1122,Pfäfers,1563,210,432,246,304,235,136
1123,Quarten,2792,444,922,462,516,320,128
1124,Sargans,5969,900,1784,1002,1300,665,318
