,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
2234,Corban,460,47,128,72,132,75,6
2235,Courchapoix,442,58,84,72,136,80,12
2236,Courrendlin,2805,334,794,519,704,310,144
2237,Courroux,3210,369,868,582,808,410,173
2238,Courtételle,2530,320,712,489,632,260,117
2239,Delémont,12328,2252,3464,2166,2604,1265,577
2240,Develier,1376,140,342,201,428,210,55
2241,Ederswiler,112,21,32,18,24,5,12
2242,Mervelier,489,60,144,96,92,65,32
2243,Mettembert,112,17,32,21,32,10,0
2244,Movelier,384,69,142,63,64,40,6
2245,Pleigne,342,53,88,45,72,65,19
2246,Rebeuvelier,379,35,104,57,124,35,24
2247,Rossemaison,653,54,180,129,176,90,24
2248,Saulcy,246,31,80,48,44,30,13
2249,Soyhières,454,73,128,96,104,35,18
2250,Vellerat,69,6,24,15,24,0,0
2251,Haute-Sorne,6772,857,1826,1122,1732,840,395
2252,Val Terbi,2623,276,690,462,712,380,103
2253,Le Bémont (JU),314,27,94,45,76,35,37
2254,Les Bois,1205,151,320,183,292,150,109
2255,Les Breuleux,1498,228,380,264,348,175,103
2256,La Chaux-des-Breuleux,92,11,16,24,20,15,6
2257,Les Enfers,142,16,32,24,28,30,12
2258,Les Genevez (JU),494,70,158,60,120,80,6
2259,Lajoux (JU),660,86,164,126,176,65,43
2260,Montfaucon,599,87,184,78,148,65,37
2261,Muriaux,499,59,132,72,104,60,72
2262,Le Noirmont,1819,265,468,345,416,230,95
2263,Saignelégier,2526,375,652,468,592,320,119
2264,Saint-Brais,226,38,40,30,52,60,6
2265,Soubey,133,20,40,24,24,10,15
2266,Alle,1798,234,414,336,460,215,139
2267,Beurnevésin,127,29,42,15,16,25,0
2268,Boncourt,1189,227,330,240,280,80,32
2269,Bonfol,654,132,232,96,92,55,47
2270,Bure,679,82,208,93,184,100,12
2271,Coeuve,725,54,190,120,192,95,74
2272,Cornol,1035,146,256,192,268,135,38
2273,Courchavon,291,31,68,45,96,45,6
2274,Courgenay,2244,331,630,384,588,200,111
2275,Courtedoux,753,93,236,144,168,100,12
2276,Damphreux,178,21,50,33,44,30,0
2277,Fahy,364,49,124,36,88,55,12
2278,Fontenais,1671,208,452,291,432,195,93
2279,Grandfontaine,392,46,94,84,72,30,66
2280,Lugnez,182,21,54,45,32,30,0
2281,Porrentruy,6601,1436,1938,1038,1316,610,263
2282,Rocourt,155,16,62,24,36,5,12
2283,Vendlincourt,552,60,174,75,128,65,50
2284,Basse-Allaine,1204,180,356,177,280,150,61
2285,Clos du Doubs,1284,206,404,198,224,170,82
2286,Haute-Ajoie,927,144,286,171,172,105,49
2287,La Baroche,1210,156,342,177,304,110,121
