,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
560,Beromünster,6388,699,1640,951,1616,920,562
561,Büron,2419,233,616,399,672,315,184
562,Buttisholz,3218,304,710,486,908,555,255
563,Eich,1611,193,564,255,416,120,63
564,Geuensee,2872,257,746,471,868,345,185
565,Grosswangen,3230,319,778,492,792,550,299
566,Hildisrieden,2224,193,768,378,452,290,143
567,Knutwil,2169,215,538,309,684,290,133
568,Mauensee,1476,117,406,255,376,190,132
569,Neuenkirch,7036,677,1900,1038,1944,990,487
570,Nottwil,3808,390,990,615,1076,480,257
571,Oberkirch,4595,481,1356,744,1188,590,236
572,Rickenbach (LU),3198,332,856,513,788,505,204
573,Ruswil,6747,740,1772,999,1664,1065,507
574,Schenkon,2851,297,874,468,824,265,123
575,Schlierbach,873,76,188,105,308,140,56
576,Sempach,4069,409,1090,609,1236,555,170
577,Sursee,9806,1577,3194,1632,2116,895,392
578,Triengen,4587,405,1062,765,1120,635,600
579,Wolhusen,4292,532,1070,672,980,570,468
580,Alberswil,654,69,168,129,172,80,36
581,Altbüron,1015,89,268,189,280,115,74
582,Altishofen,1538,141,392,252,448,175,130
583,Dagmersellen,5323,637,1536,894,1416,560,280
584,Ebersecken,379,33,68,63,68,85,62
585,Egolzwil,1464,189,418,252,332,205,68
586,Ettiswil,2653,292,702,372,760,340,187
587,Fischbach,683,60,180,120,152,120,51
588,Gettnau,1129,112,240,216,280,145,136
589,Grossdietwil,855,81,230,141,192,125,86
590,Hergiswil bei Willisau,1871,170,416,279,504,345,157
591,Luthern,1246,109,306,204,236,240,151
592,Menznau,2858,326,694,441,648,495,254
593,Nebikon,2620,276,690,486,756,270,142
594,Pfaffnau,2619,340,818,405,576,320,160
595,Reiden,6948,927,1966,1254,1664,790,347
596,Roggliswil,673,75,190,129,128,115,36
597,Schötz,4332,503,1116,675,1224,570,244
598,Ufhusen,884,92,216,108,216,155,97
599,Wauwil,2153,214,634,369,516,300,120
600,Wikon,1497,195,404,237,380,150,131
601,Zell (LU),1973,208,502,330,512,260,161
602,Willisau,7724,998,2124,1263,1808,1035,496
603,Altdorf (UR),9005,1406,2800,1419,2032,1015,333
604,Andermatt,1333,291,446,234,224,100,38
605,Attinghausen,1690,159,444,249,448,285,105
606,Bauen,167,37,52,15,48,15,0
607,Bürglen (UR),3915,442,1084,621,1028,595,145
608,Erstfeld,3707,537,1108,618,832,370,242
609,Flüelen,1952,270,604,291,492,190,105
610,Göschenen,423,68,158,63,84,50,0
611,Gurtnellen,558,85,168,75,96,85,49
612,Hospental,190,36,58,36,28,20,12
613,Isenthal,492,38,110,69,108,115,52
614,Realp,151,34,60,27,24,0,6
615,Schattdorf,5282,525,1742,795,1432,580,208
616,Seedorf (UR),1792,170,420,264,540,270,128
617,Seelisberg,631,96,208,81,136,80,30
618,Silenen,1942,209,560,309,444,250,170
619,Sisikon,361,58,106,51,80,20,46
620,Spiringen,834,80,240,117,180,140,77
621,Unterschächen,714,62,158,111,208,125,50
622,Wassen,399,63,116,60,92,50,18
623,Einsiedeln,15276,2133,4418,2472,3680,1730,843
624,Gersau,2240,415,752,369,424,185,95
625,Feusisberg,5191,719,1666,951,1188,515,152
626,Freienbach,16019,2393,5074,2973,3660,1360,559
627,Wollerau,7014,919,2250,1374,1536,705,230
628,Küssnacht (SZ),12547,1817,4040,2115,2864,1275,436
629,Altendorf,6824,878,2250,1197,1588,615,296
630,Galgenen,5183,615,1476,1002,1336,505,249
631,Innerthal,175,24,54,27,40,30,0
632,Lachen,8491,1346,2864,1431,1792,775,283
633,Reichenburg,3593,419,1016,690,892,380,196
634,Schübelbach,9057,1188,2498,1647,2200,960,564
635,Tuggen,3294,420,958,597,812,340,167
636,Vorderthal,1009,161,316,183,208,110,31
637,Wangen (SZ),4905,634,1558,903,1236,440,134
638,Alpthal,608,88,180,99,112,85,44
639,Arth,11699,1544,3286,1950,2828,1350,741
640,Illgau,793,74,168,111,180,165,95
641,Ingenbohl,8436,1286,2692,1392,1920,785,361
642,Lauerz,1080,112,278,195,284,175,36
643,Morschach,1091,169,278,162,256,150,76
644,Muotathal,3456,403,880,522,840,505,306
645,Oberiberg,871,174,330,96,168,85,18
646,Riemenstalden,88,12,14,3,8,20,31
647,Rothenthurm,2368,269,568,363,612,355,201
648,Sattel,1920,244,522,318,460,285,91
649,Schwyz,14697,2086,4162,2571,3184,1745,949
650,Steinen,3324,377,918,543,848,380,258
651,Steinerberg,938,96,294,147,184,125,92
652,Unteriberg,2387,374,636,414,564,270,129
653,Alpnach,5951,755,1664,1128,1484,590,330
654,Engelberg,4075,826,1242,603,852,340,212
655,Giswil,3619,439,1050,561,872,470,227
656,Kerns,6147,740,1656,966,1556,740,489
657,Lungern,2085,308,618,312,472,245,130
658,Sachseln,5042,606,1454,765,1332,645,240
659,Sarnen,10094,1459,3082,1722,2448,895,488
660,Beckenried,3603,505,1116,603,832,410,137
661,Buochs,5344,698,1580,963,1276,610,217
662,Dallenwil,1801,228,506,273,460,230,104
663,Emmetten,1392,267,488,240,284,75,38
664,Ennetbürgen,4642,721,1702,744,1032,320,123
665,Ennetmoos,2131,249,638,348,540,230,126
666,Hergiswil (NW),5655,944,2046,987,1064,410,204
667,Oberdorf (NW),3094,354,934,471,796,410,129
668,Stans,8132,1123,2400,1467,2044,810,288
669,Stansstad,4440,787,1710,780,780,270,113
670,Wolfenschiessen,2064,222,548,321,500,320,153
671,Glarus Nord,17948,2628,5256,3090,4388,1815,771
672,Glarus Süd,9389,1606,3138,1704,1776,715,450
673,Glarus,12261,1991,3612,2118,3064,1070,406
674,Baar,24046,3448,7134,4143,6116,2390,815
675,Cham,16262,2067,4738,3105,4252,1615,485
676,Hünenberg,8778,858,2414,1554,2544,1035,373
677,Menzingen,4237,506,1216,738,1000,525,252
678,Neuheim,2238,228,624,354,548,355,129
679,Oberägeri,5962,776,1702,1053,1508,640,283
680,Risch,10409,1156,3138,1854,2724,1000,537
681,Steinhausen,9759,1185,2944,1785,2584,1015,246
682,Unterägeri,8582,1196,2484,1425,2324,880,273
683,Walchwil,3574,466,1086,660,768,445,149
684,Zug,29467,5293,9166,5415,6332,2430,831
685,Châtillon (FR),459,44,140,87,108,55,25
686,Cheiry,407,45,86,87,92,60,37
687,Cugy (FR),1721,194,410,336,456,220,105
688,Fétigny,1041,106,236,186,364,100,49
689,Gletterens,1051,102,304,180,280,150,35
690,Lully (FR),1156,91,256,192,428,140,49
691,Ménières,413,35,90,87,136,40,25
692,Montagny (FR),2510,279,636,474,676,325,120
693,Nuvilly,420,42,96,87,112,65,18
694,Prévondavaux,70,7,16,15,24,0,8
695,Saint-Aubin (FR),1747,201,430,321,512,195,88
696,Sévaz,290,28,78,57,92,10,25
697,Surpierre,709,75,176,147,140,100,71
698,Vallon,435,60,104,93,116,50,12
699,Les Montets,1380,164,346,264,348,185,73
700,Delley-Portalban,1087,152,330,198,288,95,24
701,Belmont-Broye,5365,584,1262,1038,1424,715,342
702,Estavayer,9336,1171,2412,1758,2464,1075,456
703,Cheyres-Châbles,2265,259,610,447,560,280,109
704,Auboranges,285,19,72,63,68,50,13
705,Billens-Hennens,744,88,198,126,192,95,45
706,Chapelle (Glâne),278,15,68,54,88,40,13
707,Le Châtelard,371,29,84,45,92,60,61
708,Châtonnaye,816,77,206,129,200,115,89
709,Ecublens (FR),342,29,86,72,76,55,24
710,Grangettes,197,24,34,48,40,40,11
711,Massonnens,522,38,130,93,144,85,32
712,Mézières (FR),1062,91,252,216,336,130,37
713,Montet (Glâne),387,25,82,99,132,30,19
714,Romont (FR),5174,761,1266,1065,1260,560,262
715,Rue,1499,190,406,294,420,120,69
716,Siviriez,2156,216,532,411,588,285,124
717,Ursy,3044,310,768,615,808,385,158
718,Villaz-Saint-Pierre,1284,161,314,225,328,225,31
719,Vuisternens-devant-Romont,2260,213,528,444,568,350,157
720,Villorsonnens,1349,128,324,279,368,175,75
721,Torny,923,79,218,156,272,110,88
722,La Folliaz,978,89,232,228,228,140,61
723,Haut-Intyamon,1516,229,434,261,336,170,86
724,Pont-en-Ogoz,1801,216,488,312,452,260,73
725,Botterens,567,56,146,105,140,90,30
726,Broc,2597,450,738,471,596,235,107
727,Bulle,21627,3399,5608,4299,5304,2145,872
728,Châtel-sur-Montsalvens,282,34,80,57,68,35,8
729,Corbières,871,83,278,156,212,85,57
730,Crésuz,341,67,142,45,56,25,6
731,Echarlens,803,67,198,147,260,105,26
732,Grandvillard,825,100,186,138,248,110,43
733,Gruyères,2184,278,554,423,596,230,103
734,Hauteville,645,60,170,87,228,75,25
735,Jaun,650,70,184,93,172,60,71
736,Marsens,1872,172,426,270,544,340,120
737,Morlon,593,63,166,96,172,70,26
738,Le Pâquier (FR),1287,111,292,267,388,160,69
739,Pont-la-Ville,599,43,168,114,132,110,32
740,Riaz,2605,310,638,546,712,280,119
741,La Roche,1690,176,446,279,508,220,61
742,Sâles,1411,122,326,216,408,215,124
743,Sorens,1075,120,274,183,324,120,54
744,Vaulruz,1052,93,264,213,276,130,76
745,Vuadens,2300,230,558,384,700,330,98
746,Bas-Intyamon,1370,183,386,210,392,140,59
747,Val-de-Charmey,2424,412,718,393,552,260,89
748,Arconciel,915,74,238,159,260,140,44
749,Autigny,784,76,210,144,248,80,26
750,Avry,1873,199,420,378,616,190,70
751,Belfaux,3289,303,774,606,896,530,180
752,Chénens,848,73,174,192,244,125,40
753,Corminboeuf,2540,190,618,525,824,275,108
754,Corserey,419,38,114,57,144,30,36
755,Cottens (FR),1482,121,326,243,476,220,96
756,Ependes (FR),1098,110,230,234,300,130,94
757,Ferpicloz,279,14,70,48,80,55,12
758,Fribourg,36894,7115,9644,6810,7456,3630,2239
759,Givisiez,3091,359,772,690,904,250,116
760,Granges-Paccot,3664,449,912,789,976,360,178
761,Grolley,1876,183,480,399,508,215,91
762,Marly,8026,962,2130,1656,1932,930,416
763,Matran,1514,151,332,288,448,195,100
764,Neyruz (FR),2579,226,598,522,836,265,132
765,Noréaz,693,44,132,123,200,125,69
766,Pierrafortscha,154,13,30,12,40,30,29
767,Ponthaux,722,42,146,165,192,85,92
768,Le Mouret,3109,348,744,588,904,365,160
769,Prez-vers-Noréaz,1103,106,320,183,292,145,57
770,Senèdes,158,14,46,21,40,25,12
771,Treyvaux,1431,148,348,261,388,230,56
772,Villars-sur-Glâne,11891,1560,2928,2391,2960,1460,592
773,Villarsel-sur-Marly,84,8,12,27,16,15,6
774,Hauterive (FR),2442,247,616,426,740,325,88
775,La Brillaz,2008,151,472,420,612,265,88
776,La Sonnaz,1124,93,284,165,364,155,63
777,Gibloux,7257,710,1676,1422,2232,955,262
778,Courgevaux,1419,109,378,261,440,160,71
779,Courtepin,5373,502,1294,1098,1512,650,317
780,Cressier (FR),941,85,244,180,312,75,45
781,Fräschels,463,40,152,105,108,45,13
782,Galmiz,664,85,200,123,164,60,32
783,Gempenach,290,32,114,48,76,10,10
784,Greng,175,17,66,30,24,20,18
785,Gurmels,4230,394,1176,819,1240,405,196
786,Kerzers,4977,521,1428,954,1264,495,315
787,Kleinbösingen,653,59,202,144,176,65,7
788,Meyriez,570,64,164,108,152,60,22
789,Misery-Courtion,1945,180,462,390,552,245,116
790,Muntelier,967,135,352,156,200,100,24
791,Murten,8123,1179,2354,1485,1920,840,345
792,Ried bei Kerzers,1180,124,362,210,264,150,70
793,Ulmiz,435,39,162,81,112,25,16
794,Mont-Vully,3577,427,1172,624,920,315,119
795,Alterswil,2004,256,614,336,468,250,80
796,Brünisried,651,91,184,132,152,60,32
797,Düdingen,7713,1021,2396,1350,1864,715,367
798,Giffers,1587,182,476,273,444,165,47
799,Bösingen,3382,312,1112,612,996,260,90
800,Heitenried,1356,145,394,201,388,165,63
801,Plaffeien,3540,547,1072,630,792,355,144
802,Plasselb,1015,150,336,144,228,115,42
803,Rechthalten,1069,151,364,189,256,70,39
804,St. Antoni,2026,242,750,366,416,215,37
805,St. Silvester,961,108,292,216,228,90,27
806,St. Ursen,1294,150,356,270,328,120,70
807,Schmitten (FR),4013,376,1118,765,1148,425,181
808,Tafers,3320,377,942,534,892,395,180
809,Tentlingen,1329,162,424,258,332,135,18
810,Ueberstorf,2344,300,744,351,636,205,108
811,Wünnewil-Flamatt,5490,679,1550,927,1316,660,358
812,Attalens,3393,350,822,618,1088,375,140
813,Bossonnens,1467,167,302,312,436,155,95
814,Châtel-Saint-Denis,6656,1001,1764,1248,1852,520,271
815,Granges (Veveyse),862,85,182,210,288,65,32
816,Remaufens,1067,100,254,198,372,105,38
817,Saint-Martin (FR),994,80,198,186,308,160,62
818,Semsales,1421,172,376,246,416,155,56
819,Le Flon,1196,117,238,207,320,205,109
820,La Verrerie,1155,111,290,183,344,170,57
821,Egerkingen,3479,484,1028,570,792,415,190
822,Härkingen,1603,181,552,282,372,130,86
823,Kestenholz,1786,224,548,264,516,165,69
824,Neuendorf,2135,271,618,345,576,255,70
825,Niederbuchsiten,1160,166,368,198,256,145,27
826,Oberbuchsiten,2190,293,668,423,496,190,120
827,Oensingen,6207,938,1920,1056,1400,595,298
828,Wolfwil,2165,270,780,327,476,245,67
829,Aedermannsdorf,565,56,166,57,176,90,20
830,Balsthal,6028,863,1732,1020,1324,685,404
831,Gänsbrunnen,88,8,24,6,16,15,19
832,Herbetswil,533,64,174,60,120,90,25
833,Holderbank (SO),674,114,192,102,116,90,60
834,Laupersdorf,1728,190,498,294,408,215,123
835,Matzendorf,1305,145,406,267,292,150,45
836,Mümliswil-Ramiswil,2390,363,690,381,524,295,137
837,Welschenrohr,1063,179,332,165,204,115,68
838,Biezwil,319,33,104,63,56,25,38
839,Lüterkofen-Ichertswil,780,107,274,123,180,65,31
840,Lüterswil-Gächliwil,328,42,106,66,80,10,24
841,Messen,1468,143,398,276,372,190,89
842,Schnottwil,1113,127,402,189,304,85,6
843,Unterramsern,209,22,62,36,60,15,14
844,Lüsslingen-Nennigkofen,1032,144,308,225,176,115,64
845,Buchegg,2524,292,918,459,500,245,110
846,Bättwil,1158,111,334,243,316,105,49
847,Büren (SO),1025,101,252,249,296,100,27
848,Dornach,6581,1184,2068,1101,1440,450,338
849,Gempen,877,97,266,126,236,90,62
850,Hochwald,1293,116,426,201,276,170,104
851,Hofstetten-Flüh,3096,314,1012,570,868,230,102
852,Metzerlen-Mariastein,896,128,332,183,196,45,12
853,Nuglar-St. Pantaleon,1477,166,510,258,380,120,43
854,Rodersdorf,1316,125,438,237,268,170,78
855,Seewen,1006,158,340,165,260,65,18
856,Witterswil,1468,141,442,294,404,140,47
857,Hauenstein-Ifenthal,305,39,82,51,68,45,20
858,Kienberg,504,63,142,102,88,65,44
859,Lostorf,3899,431,1308,654,1040,300,166
860,Niedergösgen,3788,497,1214,636,828,450,163
861,Obergösgen,2207,332,720,381,484,145,145
862,Rohr (SO),96,6,32,18,16,10,14
863,Stüsslingen,1059,115,362,204,256,110,12
864,Trimbach,6433,1072,1842,1227,1212,685,395
865,Winznau,1839,284,620,312,420,160,43
866,Wisen (SO),400,40,158,66,92,25,19
867,Erlinsbach (SO),3492,453,1060,666,860,300,153
868,Aeschi (SO),1217,159,474,234,256,75,19
869,Biberist,8212,1284,2564,1437,1808,785,334
870,Bolken,587,50,170,87,224,50,6
871,Deitingen,2225,249,726,420,564,205,61
872,Derendingen,6299,1000,1964,1131,1368,555,281
873,Etziken,862,122,294,147,196,65,38
874,Gerlafingen,5007,777,1406,744,1088,625,367
875,Halten,865,88,298,138,252,70,19
876,Horriwil,865,73,284,141,220,110,37
877,Hüniken,126,10,44,27,40,5,0
878,Kriegstetten,1303,162,412,270,280,120,59
879,Lohn-Ammannsegg,2773,291,1030,510,668,230,44
880,Luterbach,3436,539,1204,537,820,205,131
881,Obergerlafingen,1153,137,430,189,276,90,31
882,Oekingen,835,99,266,150,192,75,53
883,Recherswil,1938,201,732,327,412,170,96
884,Subingen,3146,407,972,627,708,290,142
885,Zuchwil,8717,1756,2546,1581,1716,745,373
886,Drei Höfe,731,66,298,87,180,80,20
887,Balm bei Günsberg,193,19,82,15,60,10,7
888,Bellach,5184,782,1716,951,1084,435,216
889,Bettlach,4879,823,1640,921,1020,370,105
890,Feldbrunnen-St. Niklaus,964,138,380,180,156,110,0
891,Flumenthal,933,142,334,147,204,80,26
892,Grenchen,16829,3022,5108,2982,3064,1580,1073
893,Günsberg,1147,168,390,213,244,105,27
894,Hubersdorf,731,58,226,132,188,95,32
895,Kammersrohr,29,3,12,9,0,5,0
896,Langendorf,3711,677,1198,597,820,295,124
897,Lommiswil,1515,155,506,267,360,165,62
898,Oberdorf (SO),1689,188,532,312,416,170,71
899,Riedholz,2279,281,764,375,528,230,101
900,Rüttenen,1480,220,484,261,316,130,69
901,Selzach,3400,437,1048,660,824,290,141
902,Boningen,752,103,220,162,172,45,50
903,Däniken,2750,409,918,456,640,205,122
904,Dulliken,4886,775,1420,819,1052,480,340
905,Eppenberg-Wöschnau,322,61,128,42,44,35,12
906,Fulenbach,1759,217,540,309,432,180,81
907,Gretzenbach,2716,311,828,441,668,340,128
908,Gunzgen,1641,246,516,315,380,140,44
909,Hägendorf,4954,601,1462,798,1152,520,421
910,Kappel (SO),3154,410,1034,555,764,270,121
911,Olten,17909,4056,5964,2961,3040,1250,638
912,Rickenbach (SO),949,124,386,183,192,45,19
913,Schönenwerd,4868,705,1388,867,1040,510,358
914,Starrkirch-Wil,1688,182,550,306,500,120,30
915,Walterswil (SO),695,78,228,111,172,75,31
916,Wangen bei Olten,5020,741,1532,915,1176,445,211
917,Solothurn,16169,3711,5220,2691,2872,1065,610
918,Bärschwil,808,98,302,141,160,80,27
919,Beinwil (SO),277,26,66,36,40,45,64
920,Breitenbach,3800,461,1126,663,908,405,237
921,Büsserach,2262,281,676,366,584,265,90
922,Erschwil,918,106,254,171,192,140,55
923,Fehren,587,70,178,81,140,85,33
924,Grindel,495,53,174,105,84,60,19
925,Himmelried,922,134,362,150,140,75,61
926,Kleinlützel,1221,159,422,195,264,145,36
927,Meltingen,632,72,218,87,144,90,21
928,Nunningen,1878,246,564,339,436,190,103
929,Zullwil,674,96,162,108,160,75,73
930,Basel,166819,41404,49176,28680,28832,12170,6557
931,Bettingen,1064,141,336,168,276,100,43
932,Riehen,20835,3404,6758,3591,4808,1670,604
933,Aesch (BL),10118,1451,3378,1983,2300,730,276
934,Allschwil,20618,3857,7072,3720,4168,1375,426
935,Arlesheim,9022,1556,2782,1704,1960,775,245
936,Biel-Benken,3419,311,1152,615,872,350,119
937,Binningen,15344,2742,4874,2760,3416,1150,402
938,Birsfelden,10181,2192,3322,1848,1828,715,276
939,Bottmingen,6502,958,2158,1146,1464,590,186
940,Ettingen,5085,705,1788,936,1252,315,89
941,Münchenstein,11985,1920,3748,2265,2592,1090,370
942,Muttenz,17497,2705,5648,3183,4064,1425,472
943,Oberwil (BL),11113,1533,3532,1983,2812,895,358
944,Pfeffingen,2329,170,812,462,628,215,42
945,Reinach (BL),18775,2809,6318,3345,4488,1230,585
946,Schönenbuch,1376,128,470,324,332,90,32
947,Therwil,9860,1258,3100,1788,2480,920,314
948,Blauen,688,80,246,117,172,55,18
949,Brislach,1634,163,436,348,504,135,48
950,Burg im Leimental,255,40,74,27,60,40,14
951,Dittingen,724,117,254,105,168,60,20
952,Duggingen,1554,191,442,276,428,165,52
953,Grellingen,1800,228,642,339,352,170,69
954,Laufen,5503,921,1600,897,1220,550,315
955,Liesberg,1133,199,348,186,236,100,64
956,Nenzlingen,429,49,128,63,140,25,24
957,Roggenburg,263,39,106,27,64,15,12
958,Röschenz,1867,198,558,333,544,165,69
959,Wahlen,1400,145,456,261,400,120,18
960,Zwingen,2322,317,692,462,572,215,64
961,Arisdorf,1617,138,534,303,412,155,75
962,Augst,995,195,422,174,136,35,33
963,Bubendorf,4286,434,1432,732,1120,380,188
964,Frenkendorf,6383,981,1910,1065,1556,595,276
965,Füllinsdorf,4366,698,1496,747,900,350,175
966,Giebenach,1026,106,340,219,216,100,45
967,Hersberg,307,33,112,57,72,15,18
968,Lausen,5101,625,1642,927,1248,470,189
969,Liestal,13976,2280,4332,2367,3040,1370,587
970,Lupsingen,1416,153,492,222,340,140,69
971,Pratteln,16148,2551,4966,2931,3540,1450,710
972,Ramlinsburg,714,60,262,117,164,70,41
973,Seltisberg,1295,145,436,222,312,160,20
974,Ziefen,1556,136,446,270,416,195,93
975,Anwil,566,49,160,102,168,75,12
976,Böckten,790,91,274,147,212,60,6
977,Buckten,689,74,238,108,172,70,27
978,Buus,1024,98,318,207,252,85,64
979,Diepflingen,728,85,226,93,184,115,25
980,Gelterkinden,5991,827,1926,1017,1444,515,262
981,Häfelfingen,269,29,78,54,44,45,19
982,Hemmiken,250,49,82,54,60,5,0
983,Itingen,2067,206,672,372,572,195,50
984,Känerkinden,525,65,188,72,132,50,18
985,Kilchberg (BL),161,11,56,27,36,25,6
986,Läufelfingen,1292,162,374,189,320,140,107
987,Maisprach,925,121,310,186,204,85,19
988,Nusshof,255,24,92,42,48,30,19
989,Oltingen,466,67,118,78,108,50,45
990,Ormalingen,2166,293,722,390,528,175,58
991,Rickenbach (BL),589,66,194,135,116,45,33
992,Rothenfluh,767,97,234,138,180,80,38
993,Rümlingen,382,38,106,69,80,60,29
994,Rünenberg,771,97,268,135,188,65,18
995,Sissach,6572,958,2108,1146,1524,560,276
996,Tecknau,851,74,292,156,200,80,49
997,Tenniken,909,93,350,144,184,95,43
998,Thürnen,1369,170,474,258,324,100,43
999,Wenslingen,714,87,244,123,176,60,24
1000,Wintersingen,602,69,226,84,148,55,20
1001,Wittinsburg,431,45,128,39,132,50,37
1002,Zeglingen,485,53,148,72,148,45,19
1003,Zunzgen,2468,310,820,483,548,220,87
1004,Arboldswil,556,49,194,93,132,70,18
1005,Bennwil,656,65,198,120,156,85,32
1006,Bretzwil,775,73,198,159,180,90,75
1007,Diegten,1642,164,490,279,432,195,82
1008,Eptingen,522,78,156,99,124,45,20
1009,Hölstein,2458,244,782,417,620,300,95
1010,Lampenberg,496,58,158,48,124,65,43
1011,Langenbruck,945,159,280,192,168,90,56
1012,Lauwil,313,43,104,39,88,15,24
1013,Liedertswil,164,25,52,24,52,5,6
1014,Niederdorf,1785,222,534,276,460,200,93
1015,Oberdorf (BL),2358,280,722,423,504,235,194
1016,Reigoldswil,1592,195,474,282,372,160,109
1017,Titterten,410,53,134,81,84,40,18
1018,Waldenburg,1111,197,344,180,156,135,99
1019,Gächlingen,847,119,278,123,168,110,49
1020,Löhningen,1436,153,468,222,356,170,67
1021,Neunkirch,2169,302,690,411,544,170,52
1022,Büttenhardt,389,35,118,81,120,15,20
1023,Dörflingen,1018,92,352,204,212,95,63
1024,Lohn (SH),768,77,218,141,220,75,37
1025,Stetten (SH),1353,101,368,210,444,200,30
1026,Thayngen,5371,835,1724,891,1184,550,187
1027,Bargen (SH),306,46,106,57,52,20,25
1028,Beringen,4579,653,1456,798,1020,425,227
1029,Buchberg,865,90,298,126,220,85,46
1030,Merishausen,847,90,198,150,220,115,74
1031,Neuhausen am Rheinfall,10211,2012,3080,1740,2028,845,506
1032,Rüdlingen,752,85,278,114,188,80,7
1033,Schaffhausen,35534,6902,10934,5925,7184,3075,1514
1034,Beggingen,481,64,146,105,72,60,34
1035,Schleitheim,1659,239,514,264,304,190,148
1036,Siblingen,858,92,322,150,216,60,18
1037,Buch (SH),308,50,110,63,40,25,20
1038,Hemishofen,466,61,158,78,116,35,18
1039,Ramsen,1457,216,460,231,320,160,70
1040,Stein am Rhein,3329,629,1106,576,668,235,115
1041,Hallau,2143,303,698,339,392,240,171
1042,Oberhallau,428,49,146,63,96,55,19
1043,Trasadingen,586,91,186,102,116,60,31
1044,Wilchingen,1714,194,534,315,336,185,150
1045,Herisau,15468,2656,4788,2574,3292,1405,753
1046,Hundwil,935,101,206,132,176,175,145
1047,Schönengrund,511,64,166,72,64,85,60
1048,Schwellbrunn,1537,154,400,219,320,275,169
1049,Stein (AR),1414,146,410,219,336,205,98
1050,Urnäsch,2279,314,652,342,424,325,222
1051,Waldstatt,1808,178,440,258,492,235,205
1052,Bühler,1747,256,422,261,464,220,124
1053,Gais,3051,403,904,549,612,385,198
1054,Speicher,4255,566,1264,654,1036,530,205
1055,Teufen (AR),6175,878,1800,1113,1300,705,379
1056,Trogen,1672,228,456,273,364,220,131
1057,Grub (AR),1028,103,320,177,236,120,72
1058,Heiden,4124,634,1256,711,896,470,157
1059,Lutzenberg,1241,154,484,195,232,115,61
1060,Rehetobel,1696,218,480,288,384,210,116
1061,Reute (AR),686,102,284,81,136,70,13
1062,Wald (AR),846,118,244,129,164,105,86
1063,Walzenhausen,1965,338,618,312,404,165,128
1064,Wolfhalden,1827,258,600,318,372,190,89
1065,Appenzell,5634,838,1682,918,1124,780,292
1066,Gonten,1393,169,312,198,284,245,185
1067,Rüte,3593,360,824,492,860,700,357
1068,Schlatt-Haslen,1118,110,280,174,204,220,130
1069,Schwende,2197,222,458,306,584,420,207
1070,Oberegg,1878,247,586,303,408,215,119
1071,Häggenschwil,1312,99,338,198,336,255,86
1072,Muolen,1179,118,298,204,244,200,115
1073,St. Gallen,73677,16635,22096,12030,13856,6030,3030
1074,Wittenbach,9669,1332,3002,1692,2288,925,430
1075,Berg (SG),818,64,258,114,168,145,69
1076,Eggersriet,2241,232,664,414,552,270,109
1077,Goldach,8897,1396,2906,1422,1992,880,301
1078,Mörschwil,3533,351,962,630,896,480,214
1079,Rorschach,9216,2150,2602,1401,1660,930,473
1080,Rorschacherberg,7100,997,2310,1332,1552,640,269
1081,Steinach,3546,556,1094,633,824,370,69
1082,Tübach,1421,148,422,207,352,195,97
1083,Untereggen,1051,80,276,165,248,225,57
1084,Au (SG),7555,1176,2202,1302,1692,765,418
1085,Balgach,4590,620,1472,828,1000,515,155
1086,Berneck,3921,517,1198,681,932,410,183
1087,Diepoldsau,6333,682,1780,1038,1708,730,395
1088,Rheineck,3445,598,1070,495,720,365,197
1089,St. Margrethen,5796,864,1554,999,1316,665,398
1090,Thal,6342,904,1932,1125,1408,635,338
1091,Widnau,9492,1166,2652,1701,2396,1065,512
1092,Altstätten,11366,1790,3270,1770,2368,1385,783
1093,Eichberg,1509,161,406,237,424,195,86
1094,Marbach (SG),2038,231,574,366,572,230,65
1095,Oberriet (SG),8753,964,2292,1452,2256,1055,734
1096,Rebstein,4455,640,1292,732,1032,455,304
1097,Rüthi (SG),2323,272,670,396,528,280,177
1098,Buchs (SG),12475,1922,3396,2112,2668,1245,1132
1099,Gams,3373,354,874,576,840,465,264
1100,Grabs,6899,893,1982,1110,1656,780,478
1101,Sennwald,5519,741,1730,960,1260,600,228
1102,Sevelen,5001,711,1368,888,1048,585,401
1103,Wartau,5271,682,1506,849,1248,565,421
1104,Bad Ragaz,5826,1091,1816,987,1160,560,212
1105,Flums,4872,637,1256,783,1172,640,384
1106,Mels,8461,1037,2338,1380,2068,1135,503
1107,Pfäfers,1562,220,436,216,292,270,128
1108,Quarten,2793,435,946,450,528,320,114
1109,Sargans,6024,969,1792,969,1324,665,305
1110,Vilters-Wangs,4761,555,1368,762,1264,565,247
1111,Walenstadt,5561,822,1636,930,1244,605,324
1112,Amden,1742,303,630,246,356,145,62
1113,Benken (SG),2979,325,786,465,816,420,167
1114,Kaltbrunn,4716,567,1244,813,1256,595,241
1115,Schänis,3782,408,1086,612,976,440,260
1116,Weesen,1614,265,546,225,340,170,68
1117,Schmerikon,3694,459,1198,609,912,340,176
1118,Uznach,6247,757,1648,1002,1536,860,444
1119,Rapperswil-Jona,26686,4309,8322,4707,6320,2210,818
1120,Gommiswald,4980,656,1534,750,1220,595,225
1121,Eschenbach (SG),9345,1012,2556,1590,2372,1170,645
1122,Ebnat-Kappel,4888,750,1512,759,1024,555,288
