,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
2253,Törbel,467,64,104,69,136,60,34
2254,Visp,7207,1018,2100,1344,1688,730,327
2255,Visperterminen,1371,135,352,258,412,185,29
2256,Zeneggen,272,32,72,30,68,50,20
2257,Zermatt,5654,1196,1452,912,1348,430,316
2258,Bevaix,3839,500,1032,786,1096,315,110
2259,Boudry,5178,846,1490,1023,1280,385,154
2260,Brot-Dessous,105,17,42,12,24,10,0
2261,Corcelles-Cormondrèche,4641,616,1178,789,1392,470,196
2262,Cortaillod,4643,693,1368,804,1292,340,146
2263,Fresens,218,20,58,30,40,45,25
2264,Gorgier,1982,273,566,393,512,185,53
2265,Montalchez,252,21,60,36,60,55,20
2266,Peseux,5674,1045,1514,1065,1408,480,162
2267,Rochefort,1104,144,298,219,260,140,43
2268,Saint-Aubin-Sauges,2364,386,714,420,592,215,37
2269,Vaumarcus,264,33,72,72,44,30,13
2270,Milvignes,8888,1249,2604,1563,2224,930,318
2271,La Chaux-de-Fonds,37964,7476,10264,7290,8280,3285,1369
2272,Les Planchettes,218,22,54,42,40,45,15
2273,La Sagne,921,129,282,150,204,80,76
2274,Les Brenets,1067,163,382,177,212,120,13
2275,La Brévine,648,87,206,102,148,80,25
2276,Brot-Plamboz,247,22,84,27,52,25,37
2277,Le Cerneux-Péquignot,318,31,68,48,80,85,6
2278,La Chaux-du-Milieu,478,37,118,63,132,90,38
2279,Le Locle,10220,1899,2876,1926,2296,900,323
2280,Les Ponts-de-Martel,1267,174,360,201,248,195,89
2281,Cornaux,1571,209,450,321,408,115,68
2282,Cressier (NE),1900,218,496,411,568,175,32
2283,Enges,265,33,82,60,64,20,6
2284,Hauterive (NE),2550,492,778,432,600,200,48
2285,Le Landeron,4463,637,1226,750,1168,415,267
2286,Lignières,948,125,234,171,272,115,31
2287,Neuchâtel,32984,7685,9548,5856,6092,2600,1203
2288,Saint-Blaise,3235,475,984,549,764,355,108
2289,La Tène,4785,599,1286,918,1244,515,223
2290,Valangin,483,47,88,111,132,55,50
2291,Val-de-Ruz,16004,1782,4136,2940,4604,1770,772
2292,La Côte-aux-Fées,458,86,138,72,72,60,30
2293,Les Verrières,690,129,190,99,128,90,54
2294,Val-de-Travers,10687,1901,3112,1803,2324,975,572
2295,Aire-la-Ville,1107,58,212,204,352,160,121
2296,Anières,2174,158,352,375,596,360,333
2297,Avully,1742,175,382,366,456,190,173
2298,Avusy,1414,79,272,285,404,210,164
2299,Bardonnex,2170,195,468,438,524,245,300
2300,Bellevue,3069,209,532,636,876,400,416
2301,Bernex,9251,898,2182,1848,2396,1110,817
2302,Carouge (GE),18852,3541,4300,3804,4212,1760,1235
2303,Cartigny,851,77,164,147,248,120,95
2304,Céligny,629,56,122,87,188,120,56
2305,Chancy,1358,93,242,267,424,160,172
2306,Chêne-Bougeries,9881,1337,2114,1566,2420,1225,1219
2307,Chêne-Bourg,7926,1202,1742,1671,1740,820,751
2308,Choulex,1034,105,216,162,268,145,138
2309,Collex-Bossy,1630,114,308,279,452,230,247
2310,Collonge-Bellerive,7326,510,1362,1212,2096,1165,981
2311,Cologny,4804,495,1008,825,1104,755,617
2312,Confignon,4290,319,826,726,1316,635,468
2313,Corsier (GE),1912,153,372,324,488,275,300
2314,Dardagny,1488,131,236,324,364,245,188
2315,Genève,178342,43592,42476,33867,32196,14615,11596
2316,Genthod,2657,171,476,489,736,430,355
2317,Le Grand-Saconnex,11432,1372,2136,2127,2956,1420,1421
2318,Gy,488,29,74,81,124,75,105
2319,Hermance,927,76,140,174,248,110,179
2320,Jussy,1215,88,220,219,268,130,290
2321,Laconnex,600,39,136,114,156,45,110
2322,Lancy,28353,3959,6380,5619,6776,3000,2619
2323,Meinier,2041,215,440,351,408,300,327
2324,Meyrin,21148,2600,4446,3972,4756,2350,3024
2325,Onex,17467,2477,4014,3261,4008,1865,1842
2326,Perly-Certoux,3017,324,644,588,792,315,354
2327,Plan-les-Ouates,10050,673,1768,1842,3104,1615,1048
2328,Pregny-Chambésy,3349,267,546,630,980,420,506
2329,Presinge,532,43,100,99,120,65,105
2330,Puplinge,2028,244,468,357,564,250,145
2331,Russin,472,39,92,72,140,50,79
2332,Satigny,3798,288,666,648,1024,525,647
2333,Soral,680,64,118,108,184,70,136
2334,Thônex,13435,1754,2948,2592,3192,1640,1309
2335,Troinex,2249,184,436,453,680,280,216
2336,Vandoeuvres,2507,160,404,414,700,455,374
2337,Vernier,32784,4158,6630,6477,7604,3885,4030
2338,Versoix,12222,1356,2320,2385,3088,1635,1438
2339,Veyrier,10307,800,1830,1797,3096,1580,1204
2340,Boécourt,887,104,226,153,248,90,66
2341,Bourrignon,267,26,72,48,68,35,18
2342,Châtillon (JU),449,25,116,75,104,70,59
2343,Corban,458,48,110,81,132,75,12
2344,Courchapoix,402,54,94,87,88,60,19
2345,Courrendlin,2635,299,720,498,732,285,101
2346,Courroux,3126,302,762,597,792,425,248
2347,Courtételle,2498,278,686,546,576,320,92
2348,Delémont,11957,1548,2838,2118,2720,1580,1153
2349,Develier,1389,135,318,237,416,175,108
2350,Ederswiler,117,15,36,12,20,15,19
2351,Mervelier,527,56,140,75,128,70,58
2352,Mettembert,112,10,26,9,56,5,6
2353,Movelier,366,62,132,63,52,45,12
2354,Pleigne,368,44,88,54,88,60,34
2355,Rebeuvelier,376,25,100,69,124,40,18
2356,Rossemaison,598,50,144,117,184,85,18
2357,Saulcy,252,28,76,36,40,40,32
2358,Soyhières,466,63,116,102,132,35,18
2359,Vellerat,70,7,26,12,20,5,0
2360,Haute-Sorne,6718,821,1698,1149,1700,955,395
2361,Val Terbi,2600,250,616,468,696,380,190
2362,Le Bémont (JU),319,26,74,51,64,60,44
2363,Les Bois,1136,125,280,192,284,160,95
2364,Les Breuleux,1434,184,358,267,260,210,155
2365,La Chaux-des-Breuleux,89,9,20,9,36,15,0
2366,Les Enfers,145,13,24,18,52,20,18
2367,Les Genevez (JU),528,61,166,63,136,70,32
2368,Lajoux (JU),676,72,174,123,204,65,38
2369,Montfaucon,567,75,162,90,116,100,24
2370,Muriaux,466,47,124,63,96,65,71
2371,Le Noirmont,1766,207,448,297,468,230,116
2372,Saignelégier,2534,359,622,462,612,330,149
2373,Saint-Brais,231,28,56,21,60,40,26
2374,Soubey,144,19,48,33,8,15,21
2375,Alle,1701,212,408,264,460,240,117
2376,Beurnevésin,124,22,32,30,20,20,0
2377,Boncourt,1233,197,364,237,284,125,26
2378,Bonfol,588,115,196,117,64,50,46
2379,Bure,666,70,214,96,164,110,12
2380,Coeuve,696,53,178,111,152,145,57
2381,Cornol,954,133,258,150,240,110,63
2382,Courchavon,296,34,70,42,92,45,13
2383,Courgenay,2190,320,654,381,524,255,56
2384,Courtedoux,737,88,208,165,196,50,30
2385,Damphreux,178,19,44,21,44,50,0
2386,Fahy,356,53,96,54,92,35,26
2387,Fontenais,1664,204,458,306,376,195,125
2388,Grandfontaine,375,38,98,54,96,35,54
2389,Lugnez,190,18,54,51,40,20,7
2390,Porrentruy,6614,1410,1800,1119,1352,675,258
2391,Rocourt,159,16,52,21,44,20,6
2392,Vendlincourt,554,69,164,60,136,80,45
2393,Basse-Allaine,1272,166,362,186,304,160,94
2394,Clos du Doubs,1263,202,384,183,228,190,76
2395,Haute-Ajoie,969,132,274,150,200,160,53
2396,La Baroche,1177,124,330,171,288,125,139
