,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
565,Hitzkirch,4880,391,1132,810,1180,800,567
566,Hochdorf,8754,1060,2334,1533,2368,1085,374
567,Hohenrain,2464,190,522,423,592,495,242
568,Inwil,2354,243,590,420,636,310,155
569,Rain,2491,226,610,393,776,375,111
570,Römerswil,1637,131,436,201,400,305,164
571,Rothenburg,7184,641,1992,1185,2128,900,338
572,Schongau,969,85,236,135,236,170,107
573,Adligenswil,5378,490,1538,1011,1520,580,239
574,Buchrain,6057,539,1556,1098,1860,685,319
575,Dierikon,1448,150,464,300,356,115,63
576,Ebikon,12440,1607,3754,2244,2944,1285,606
577,Gisikon,1123,130,338,195,312,135,13
578,Greppen,1035,110,268,183,284,135,55
579,Honau,372,21,90,54,116,50,41
580,Horw,13351,1921,4166,2181,3164,1230,689
581,Kriens,26329,4164,8248,4521,6144,2340,912
582,Luzern,78517,18967,26376,12459,13520,5125,2070
583,Malters,6814,723,1602,1140,1800,945,604
584,Meggen,6654,931,2140,1110,1604,645,224
585,Meierskappel,1363,112,340,240,312,250,109
586,Root,4613,491,1296,750,1200,540,336
587,Schwarzenberg,1671,167,452,252,456,250,94
588,Udligenswil,2160,189,604,357,692,220,98
589,Vitznau,1231,231,404,207,216,90,83
590,Weggis,4145,736,1444,663,804,320,178
591,Beromünster,6003,588,1444,888,1524,1000,559
592,Büron,2252,196,508,387,652,275,234
593,Buttisholz,3265,249,680,462,948,565,361
594,Eich,1687,160,564,294,428,145,96
595,Geuensee,2608,228,666,480,660,340,234
596,Grosswangen,3063,289,722,429,748,540,335
597,Hildisrieden,1986,158,650,315,452,225,186
598,Knutwil,2073,183,506,282,672,295,135
599,Mauensee,1149,70,236,225,300,180,138
600,Neuenkirch,6312,538,1466,930,1880,965,533
601,Nottwil,3403,344,884,522,956,480,217
602,Oberkirch,3856,421,992,606,1032,555,250
603,Rickenbach (LU),2998,286,720,519,760,455,258
604,Ruswil,6658,685,1616,1065,1752,1075,465
605,Schenkon,2727,244,790,477,732,330,154
606,Schlierbach,771,73,170,81,268,130,49
607,Sempach,4108,389,1050,678,1168,605,218
608,Sursee,9069,1355,2832,1554,2092,875,361
609,Triengen,4367,408,1000,630,1140,670,519
610,Wolhusen,4140,457,952,612,976,570,573
611,Alberswil,599,60,128,120,172,70,49
612,Altbüron,969,83,258,189,272,110,57
613,Altishofen,1538,142,398,249,460,180,109
614,Dagmersellen,5016,560,1340,972,1268,615,261
615,Ebersecken,397,35,70,48,88,85,71
616,Egolzwil,1314,166,330,225,360,195,38
617,Ettiswil,2496,247,666,357,660,375,191
618,Fischbach,697,45,150,96,188,125,93
619,Gettnau,1016,107,218,201,296,110,84
620,Grossdietwil,827,63,198,135,168,145,118
621,Hergiswil bei Willisau,1821,131,376,300,412,355,247
622,Luthern,1287,116,282,195,236,265,193
623,Menznau,2853,251,600,360,684,595,363
624,Nebikon,2445,248,678,465,644,265,145
625,Pfaffnau,2227,279,618,327,556,300,147
626,Reiden,6635,805,1878,1149,1504,870,429
627,Roggliswil,626,64,184,81,116,130,51
628,Schötz,3868,417,880,684,1000,610,277
629,Ufhusen,846,77,174,126,196,160,113
630,Wauwil,1859,184,482,291,444,280,178
631,Wikon,1403,183,384,252,368,145,71
632,Zell (LU),1995,175,448,354,488,285,245
633,Willisau,7438,925,2102,1155,1720,990,546
634,Altdorf (UR),8748,1267,2694,1473,2048,905,361
635,Andermatt,1346,260,410,249,268,140,19
636,Attinghausen,1578,158,378,225,440,275,102
637,Bauen,172,28,56,24,48,10,6
638,Bürglen (UR),3863,399,962,603,1052,645,202
639,Erstfeld,3725,540,1066,624,796,395,304
640,Flüelen,1954,270,532,306,472,245,129
641,Göschenen,429,74,156,78,80,35,6
642,Gurtnellen,570,59,168,72,116,55,100
643,Hospental,194,38,62,21,36,25,12
644,Isenthal,514,30,110,54,80,160,80
645,Realp,148,30,56,42,20,0,0
646,Schattdorf,4894,490,1524,762,1340,580,198
647,Seedorf (UR),1812,150,446,279,552,280,105
648,Seelisberg,626,91,202,81,104,110,38
649,Silenen,2164,398,538,327,488,290,123
650,Sisikon,391,51,110,48,88,55,39
651,Spiringen,834,95,170,96,224,145,104
652,Unterschächen,705,60,146,84,180,145,90
653,Wassen,420,62,122,78,92,40,26
654,Einsiedeln,14550,1966,4110,2361,3480,1730,903
655,Gersau,2144,387,674,369,408,175,131
656,Feusisberg,4888,648,1508,909,1080,485,258
657,Freienbach,15648,2222,4998,2862,3596,1355,615
658,Wollerau,6997,927,2126,1449,1540,675,280
659,Küssnacht (SZ),12195,1751,3668,2061,2904,1300,511
660,Altendorf,6459,733,2064,1200,1596,670,196
661,Galgenen,4972,617,1380,900,1304,475,296
662,Innerthal,190,20,44,33,60,15,18
663,Lachen,8020,1259,2590,1353,1724,740,354
664,Reichenburg,3373,371,924,666,884,340,188
665,Schübelbach,8668,1129,2326,1509,2228,865,611
666,Tuggen,3048,347,844,573,772,355,157
667,Vorderthal,999,121,270,201,216,130,61
668,Wangen (SZ),4664,579,1400,819,1236,475,155
669,Alpthal,594,75,154,90,128,85,62
670,Arth,10925,1336,2954,1755,2828,1245,807
671,Illgau,795,72,148,120,228,120,107
672,Ingenbohl,8176,1185,2472,1449,1908,810,352
673,Lauerz,1058,100,266,171,296,155,70
674,Morschach,1067,140,282,153,256,150,86
675,Muotathal,3418,365,840,504,800,580,329
676,Oberiberg,848,161,318,141,144,65,19
677,Riemenstalden,95,11,20,9,8,20,27
678,Rothenthurm,2250,215,506,387,576,360,206
679,Sattel,1832,223,478,321,416,285,109
680,Schwyz,14484,2031,3954,2349,3336,1810,1004
681,Steinen,3245,291,808,504,836,505,301
682,Steinerberg,894,75,242,144,212,115,106
683,Unteriberg,2276,349,590,348,488,345,156
684,Alpnach,5716,710,1534,1020,1532,565,355
685,Engelberg,3918,782,1076,609,784,365,302
686,Giswil,3512,372,856,612,888,485,299
687,Kerns,5790,600,1412,900,1600,740,538
688,Lungern,2053,274,538,306,472,260,203
689,Sachseln,4953,595,1330,786,1292,695,255
690,Sarnen,9907,1340,2932,1572,2548,980,535
691,Beckenried,3336,477,1008,555,832,350,114
692,Buochs,5250,617,1478,924,1348,635,248
693,Dallenwil,1781,188,430,324,424,220,195
694,Emmetten,1347,239,478,222,308,50,50
695,Ennetbürgen,4487,605,1598,768,1040,340,136
696,Ennetmoos,2085,203,638,363,496,250,135
697,Hergiswil (NW),5463,880,1856,1011,996,470,250
698,Oberdorf (NW),3067,320,858,468,760,475,186
699,Stans,7970,1044,2342,1449,1964,770,401
700,Stansstad,4353,808,1662,723,784,245,131
701,Wolfenschiessen,2086,227,438,339,548,355,179
702,Glarus Nord,16980,2350,4866,3060,4200,1665,839
703,Glarus Süd,9336,1482,3046,1683,1872,815,438
704,Glarus,12150,1920,3500,2163,2768,1225,574
705,Baar,22335,3263,6586,3747,5616,2330,793
706,Cham,15052,1871,4352,2700,3948,1535,646
707,Hünenberg,8764,787,2336,1698,2460,1060,423
708,Menzingen,3995,440,1064,738,944,530,279
709,Neuheim,2015,193,494,357,504,315,152
710,Oberägeri,5686,704,1498,984,1544,630,326
711,Risch,9857,1071,2798,1842,2396,1185,565
712,Steinhausen,9157,1111,2774,1635,2372,1020,245
713,Unterägeri,8297,1129,2354,1440,2196,840,338
714,Walchwil,3582,437,1096,639,788,410,212
715,Zug,27305,5057,8696,4776,5748,2220,808
716,Bussy (FR),403,42,124,75,96,60,6
717,Châbles,715,56,172,159,224,80,24
718,Châtillon (FR),406,40,120,66,112,50,18
719,Cheiry,364,35,106,90,80,40,13
720,Cheyres,1330,183,374,273,312,140,48
721,Cugy (FR),1494,152,378,246,436,225,57
722,Domdidier,2915,253,624,525,912,415,186
723,Dompierre (FR),925,99,184,189,288,115,50
724,Estavayer-le-Lac,5946,865,1480,1167,1520,645,269
725,Fétigny,890,75,172,192,292,105,54
726,Gletterens,942,72,264,159,296,80,71
727,Léchelles,660,76,134,168,180,75,27
728,Lully (FR),1046,90,230,180,348,155,43
729,Ménières,350,34,80,39,148,30,19
730,Montagny (FR),2179,243,486,387,632,320,111
731,Morens (FR),142,13,40,21,36,20,12
732,Murist,605,68,156,78,172,90,41
733,Nuvilly,390,40,106,51,124,50,19
734,Prévondavaux,63,6,16,6,24,5,6
735,Rueyres-les-Prés,370,24,92,48,120,55,31
736,Russy,228,23,56,42,60,35,12
737,Saint-Aubin (FR),1544,176,384,294,408,195,87
738,Sévaz,254,23,58,45,84,20,24
739,Surpierre,316,39,74,42,96,50,15
740,Vallon,379,39,86,54,108,50,42
741,Villeneuve (FR),372,41,82,63,104,50,32
742,Vuissens,253,19,58,60,64,40,12
743,Les Montets,1284,148,282,225,396,155,78
744,Delley-Portalban,1002,144,334,195,208,95,26
745,Vernay,1059,68,238,168,364,150,71
746,Auboranges,272,22,76,39,72,50,13
747,Billens-Hennens,664,61,134,123,200,115,31
748,Chapelle (Glâne),262,14,58,48,96,40,6
749,Le Châtelard,367,26,86,51,76,80,48
750,Châtonnaye,733,53,150,96,196,135,103
751,Ecublens (FR),317,29,82,60,68,60,18
752,Grangettes,196,19,38,33,56,50,0
753,Massonnens,479,40,104,81,100,115,39
754,Mézières (FR),995,79,190,174,324,180,48
755,Montet (Glâne),398,17,100,63,160,20,38
756,Romont (FR),4868,748,1214,936,1196,490,284
757,Rue,1393,150,382,240,424,140,57
758,Siviriez,2155,184,472,429,620,325,125
759,Ursy,2695,247,600,495,744,450,159
760,Villaz-Saint-Pierre,1124,137,246,186,288,210,57
761,Vuisternens-devant-Romont,2102,170,426,399,604,365,138
762,Villorsonnens,1261,104,298,231,340,200,88
763,Torny,863,72,218,147,248,105,73
764,La Folliaz,926,80,212,198,236,135,65
765,Haut-Intyamon,1415,222,410,228,376,130,49
766,Pont-en-Ogoz,1700,183,478,273,424,255,87
767,Botterens,516,46,134,84,164,70,18
768,Broc,2453,372,668,486,552,255,120
769,Bulle,19649,2964,5056,3852,4768,2095,914
770,Cerniat (FR),338,54,116,54,88,20,6
771,Charmey,1963,295,538,321,524,200,85
772,Châtel-sur-Montsalvens,251,32,86,48,56,5,24
773,Corbières,767,70,224,144,168,105,56
774,Crésuz,302,72,128,42,40,20,0
775,Echarlens,781,56,184,114,256,130,41
776,Grandvillard,769,90,176,99,224,155,25
777,Gruyères,2044,258,502,354,628,205,97
778,Hauteville,579,67,154,84,160,70,44
779,Jaun,661,72,172,108,132,90,87
780,Marsens,1717,162,366,279,472,340,98
781,Morlon,567,50,154,99,136,95,33
782,Le Pâquier (FR),1086,92,240,201,328,140,85
783,Pont-la-Ville,604,37,130,102,140,155,40
784,Riaz,2243,262,552,465,612,240,112
785,La Roche,1488,164,400,204,444,180,96
786,Sâles,1441,97,274,213,432,310,115
787,Sorens,1014,107,236,195,296,130,50
788,Vaulruz,1026,98,256,180,308,105,79
789,Vuadens,2183,219,510,429,664,300,61
790,Bas-Intyamon,1193,163,328,180,300,140,82
791,Arconciel,780,66,176,174,224,110,30
792,Autafond,70,3,14,3,24,20,6
793,Autigny,757,77,180,126,220,115,39
794,Avry,1837,168,428,369,572,190,110
795,Belfaux,2935,259,700,588,764,460,164
796,Chénens,697,64,138,159,172,120,44
797,Chésopelloz,129,9,30,24,36,30,0
798,Corminboeuf,2166,161,532,414,732,220,107
799,Corpataux-Magnedens,1256,78,276,285,396,170,51
800,Corserey,388,39,86,60,132,40,31
801,Cottens (FR),1408,115,308,261,404,235,85
802,Ependes (FR),1094,91,258,207,300,135,103
803,Farvagny,2147,206,474,456,608,310,93
804,Ferpicloz,273,10,66,51,72,50,24
805,Fribourg,35844,7289,9408,6705,6772,3385,2285
806,Givisiez,3045,335,828,708,780,285,109
807,Granges-Paccot,3089,341,752,678,860,310,148
808,Grolley,1858,164,446,399,524,245,80
809,Marly,7776,921,2064,1662,1868,825,436
810,Matran,1546,137,330,285,492,195,107
811,Neyruz (FR),2379,213,536,414,820,280,116
812,Noréaz,608,35,136,93,180,105,59
813,Pierrafortscha,146,15,22,18,52,25,14
814,Ponthaux,689,42,136,132,216,70,93
815,Le Mouret,3026,320,718,537,896,415,140
816,Prez-vers-Noréaz,958,91,240,162,260,130,75
817,Rossens (FR),1247,112,314,222,384,170,45
818,Le Glèbe,1233,109,248,159,408,220,89
819,Senèdes,153,18,46,18,36,35,0
820,Treyvaux,1427,132,334,246,408,245,62
821,Villars-sur-Glâne,11855,1508,2890,2367,3072,1460,558
822,Villarsel-sur-Marly,86,6,8,24,32,10,6
823,Vuisternens-en-Ogoz,968,97,184,174,324,140,49
824,Hauterive (FR),2305,216,560,414,696,310,109
825,La Brillaz,1791,143,376,369,512,305,86
826,La Sonnaz,1030,78,232,192,300,180,48
827,Barberêche,507,42,134,90,100,80,61
828,Courgevaux,1355,95,360,288,376,170,66
829,Courlevon,308,32,106,51,88,25,6
830,Courtepin,3560,276,768,762,1080,445,229
831,Cressier (FR),843,95,202,123,268,125,30
832,Fräschels,463,39,136,102,128,45,13
833,Galmiz,632,72,188,114,180,60,18
834,Gempenach,283,35,92,54,72,15,15
835,Greng,174,24,62,30,20,20,18
836,Gurmels,3984,363,1100,768,1160,420,173
837,Jeuss,420,27,80,63,120,100,30
838,Kerzers,4740,475,1304,813,1324,495,329
839,Kleinbösingen,592,48,178,129,144,80,13
840,Lurtigen,179,21,56,36,40,20,6
841,Meyriez,582,60,156,114,164,60,28
842,Misery-Courtion,1661,154,396,315,500,210,86
843,Muntelier,936,121,330,165,216,85,19
844,Murten,6416,987,1850,1170,1556,595,258
845,Ried bei Kerzers,1074,99,282,213,256,125,99
846,Salvenach,511,60,158,87,152,30,24
847,Ulmiz,396,29,144,81,108,20,14
848,Villarepos,603,63,184,87,168,75,26
849,Bas-Vully,2017,216,582,381,528,205,105
850,Haut-Vully,1340,148,492,216,332,125,27
851,Wallenried,449,32,122,75,140,65,15
852,Alterswil,1971,210,554,372,520,235,80
853,Brünisried,641,85,174,108,164,60,50
854,Düdingen,7557,934,2372,1269,1940,730,312
855,Giffers,1444,181,428,216,460,120,39
856,Bösingen,3276,274,1042,591,980,340,49
857,Heitenried,1363,133,394,210,356,220,50
858,Oberschrot,1142,101,278,216,312,150,85
859,Plaffeien,1907,338,604,324,400,180,61
860,Plasselb,1008,152,308,168,232,110,38
861,Rechthalten,1067,135,340,174,264,90,64
862,St. Antoni,1891,221,580,378,480,190,42
863,St. Silvester,950,99,280,171,244,115,41
864,St. Ursen,1238,141,332,243,324,135,63
865,Schmitten (FR),3952,343,1078,696,1188,460,187
866,Tafers,3111,375,882,471,916,330,137
867,Tentlingen,1218,138,330,258,332,130,30
868,Ueberstorf,2356,283,708,369,672,230,94
869,Wünnewil-Flamatt,5322,627,1472,966,1272,605,380
870,Zumholz,415,42,96,69,112,65,31
871,Attalens,3144,305,668,633,1080,400,58
872,Bossonnens,1414,149,320,228,456,205,56
873,Châtel-Saint-Denis,6199,891,1552,1233,1668,600,255
874,Granges (Veveyse),826,65,206,165,280,80,30
875,Remaufens,987,79,232,195,340,105,36
876,Saint-Martin (FR),999,78,184,168,328,180,61
877,Semsales,1337,158,328,282,348,160,61
878,Le Flon,1142,98,248,177,308,215,96
879,La Verrerie,1142,102,282,183,308,195,72
880,Egerkingen,3268,419,954,573,760,435,127
881,Härkingen,1441,161,482,237,324,165,72
882,Kestenholz,1725,207,532,246,460,200,80
883,Neuendorf,2001,234,542,366,588,180,91
884,Niederbuchsiten,975,120,296,147,248,135,29
885,Oberbuchsiten,2033,306,572,315,464,255,121
886,Oensingen,5805,885,1848,1131,1212,490,239
887,Wolfwil,2006,236,710,339,428,230,63
888,Aedermannsdorf,547,48,148,81,104,110,56
889,Balsthal,5769,759,1646,1095,1244,775,250
890,Gänsbrunnen,97,9,18,12,20,20,18
891,Herbetswil,533,59,174,78,116,70,36
892,Holderbank (SO),625,97,176,90,140,100,22
893,Laupersdorf,1667,181,488,285,428,190,95
894,Matzendorf,1279,119,388,237,296,150,89
895,Mümliswil-Ramiswil,2438,325,620,462,576,310,145
896,Welschenrohr,1065,158,330,174,216,130,57
897,Aetigkofen,174,16,58,42,36,15,7
898,Aetingen,295,34,94,60,68,25,14
899,Bibern (SO),240,37,70,36,72,10,15
900,Biezwil,327,26,98,45,100,20,38
901,Brügglen,200,20,74,48,32,20,6
902,Gossliwil,193,27,52,30,44,25,15
903,Hessigkofen,264,15,82,42,76,35,14
904,Küttigkofen,256,28,86,42,68,20,12
905,Kyburg-Buchegg,335,42,94,66,68,30,35
906,Lüterkofen-Ichertswil,707,88,256,105,156,75,27
907,Lüterswil-Gächliwil,322,48,106,72,80,10,6
908,Messen,1399,118,398,258,344,235,46
909,Mühledorf (SO),338,43,102,48,72,55,18
910,Schnottwil,1030,111,356,180,272,80,31
911,Tscheppach,187,25,70,27,44,15,6
912,Unterramsern,212,16,56,39,72,20,9
913,Lüsslingen-Nennigkofen,973,146,234,207,204,120,62
914,Bättwil,1176,107,302,255,372,95,45
915,Büren (SO),926,116,252,153,272,90,43
916,Dornach,6343,1161,1998,954,1324,580,326
917,Gempen,851,86,268,135,216,105,41
918,Hochwald,1270,113,376,207,292,175,107
919,Hofstetten-Flüh,3128,302,990,570,932,235,99
920,Metzerlen-Mariastein,876,109,320,165,196,55,31
921,Nuglar-St. Pantaleon,1469,156,470,276,396,135,36
922,Rodersdorf,1291,114,410,207,296,185,79
923,Seewen,993,145,328,153,256,80,31
924,Witterswil,1420,133,446,258,396,130,57
925,Hauenstein-Ifenthal,312,27,78,42,92,45,28
926,Kienberg,519,47,158,87,108,80,39
927,Lostorf,3758,400,1180,645,1040,345,148
928,Niedergösgen,3704,510,1144,615,884,415,136
929,Obergösgen,2125,314,724,372,424,160,131
930,Rohr (SO),90,10,24,12,16,10,18
931,Stüsslingen,1026,99,362,159,284,110,12
932,Trimbach,6292,1039,1864,1041,1216,690,442
933,Winznau,1791,283,652,267,376,160,53
934,Wisen (SO),407,41,126,93,92,35,20
935,Erlinsbach (SO),3281,447,980,597,848,265,144
936,Aeschi (SO),1201,157,430,231,284,75,24
937,Biberist,7950,1255,2578,1404,1692,740,281
938,Bolken,576,54,138,120,196,50,18
939,Deitingen,2236,217,686,396,600,240,97
940,Derendingen,6020,884,1880,1068,1272,650,266
941,Etziken,760,109,258,153,156,65,19
942,Gerlafingen,4843,727,1362,822,1020,525,387
943,Halten,859,85,270,168,224,75,37
944,Horriwil,858,73,270,177,188,70,80
945,Hüniken,86,9,36,15,20,0,6
946,Kriegstetten,1262,153,366,249,300,125,69
947,Lohn-Ammannsegg,2628,269,968,498,616,220,57
948,Luterbach,3360,506,1152,588,756,235,123
949,Obergerlafingen,1120,126,404,231,236,105,18
950,Oekingen,790,74,270,126,176,80,64
951,Recherswil,1736,166,630,321,376,175,68
952,Subingen,2995,368,888,585,756,280,118
953,Zuchwil,8599,1714,2558,1509,1768,745,305
954,Drei Höfe,741,62,244,123,168,125,19
955,Balm bei Günsberg,186,13,74,30,48,15,6
956,Bellach,4640,731,1586,771,992,335,225
957,Bettlach,4775,730,1620,930,996,395,104
958,Feldbrunnen-St. Niklaus,934,133,362,165,204,70,0
959,Flumenthal,930,158,298,192,204,65,13
960,Grenchen,16100,3092,5156,2706,2908,1390,848
961,Günsberg,1122,142,398,210,256,85,31
962,Hubersdorf,730,61,210,135,212,80,32
963,Kammersrohr,34,2,10,9,8,5,0
964,Langendorf,3688,636,1176,546,888,295,147
965,Lommiswil,1463,126,516,255,360,120,86
966,Oberdorf (SO),1643,167,556,237,452,140,91
967,Riedholz,2232,265,712,462,488,240,65
968,Rüttenen,1439,224,434,306,316,110,49
969,Selzach,3151,369,962,543,784,340,153
970,Boningen,722,94,200,168,148,55,57
971,Däniken,2750,401,902,507,628,195,117
972,Dulliken,4680,684,1348,801,1068,460,319
973,Eppenberg-Wöschnau,313,60,110,45,48,30,20
974,Fulenbach,1669,196,512,264,420,185,92
975,Gretzenbach,2512,255,722,471,652,310,102
976,Gunzgen,1630,225,524,273,408,170,30
977,Hägendorf,4641,553,1408,834,1132,435,279
978,Kappel (SO),2935,387,998,501,744,215,90
979,Olten,16835,3654,5500,2730,2788,1440,723
980,Rickenbach (SO),865,105,304,156,240,40,20
981,Schönenwerd,4808,716,1346,936,1044,440,326
982,Starrkirch-Wil,1648,179,534,288,484,130,33
983,Walterswil (SO),721,68,250,102,160,105,36
984,Wangen bei Olten,4815,733,1536,783,1108,470,185
985,Solothurn,16165,3694,5180,2712,2840,1130,609
986,Bärschwil,795,90,282,165,168,65,25
987,Beinwil (SO),271,28,36,57,40,35,75
988,Breitenbach,3585,410,988,687,856,345,299
989,Büsserach,2062,264,610,342,500,260,86
990,Erschwil,883,87,260,171,208,120,37
991,Fehren,622,63,194,81,148,90,46
992,Grindel,450,60,150,72,96,40,32
993,Himmelried,922,131,354,132,200,75,30
994,Kleinlützel,1238,162,394,165,316,125,76
995,Meltingen,621,56,216,111,140,60,38
996,Nunningen,1819,223,546,294,420,210,126
997,Zullwil,624,81,182,90,156,60,55
998,Basel,162470,43142,49110,27465,26512,11295,4946
999,Bettingen,1051,128,338,186,256,100,43
1000,Riehen,20380,3388,6708,3588,4568,1600,528
1001,Aesch (BL),10075,1320,3318,1959,2336,785,357
1002,Allschwil,19971,3669,6974,3609,3884,1305,530
1003,Arlesheim,8928,1417,2890,1608,2060,715,238
1004,Biel-Benken,3245,286,1102,528,868,345,116
1005,Binningen,14696,2710,4898,2610,2936,1120,422
1006,Birsfelden,9989,2140,3340,1692,1828,700,289
1007,Bottmingen,6237,893,2086,1050,1436,595,177
1008,Ettingen,4821,682,1634,885,1152,360,108
1009,Münchenstein,11492,1762,3780,2088,2408,1050,404
1010,Muttenz,17148,2679,5586,3018,3928,1475,462
1011,Oberwil (BL),10669,1409,3498,1776,2792,850,344
1012,Pfeffingen,2238,151,792,453,600,155,87
1013,Reinach (BL),18537,2754,6224,3366,4252,1325,616
1014,Schönenbuch,1407,126,442,297,392,125,25
1015,Therwil,9761,1184,3140,1773,2480,925,259
1016,Blauen,685,75,238,117,176,60,19
1017,Brislach,1605,151,438,312,524,115,65
1018,Burg im Leimental,246,36,74,39,68,15,14
1019,Dittingen,761,121,266,105,160,70,39
1020,Duggingen,1390,154,428,285,384,105,34
1021,Grellingen,1779,211,552,309,448,170,89
1022,Laufen,5314,874,1502,918,1156,520,344
1023,Liesberg,1172,187,342,216,272,100,55
1024,Nenzlingen,421,38,122,69,128,40,24
1025,Roggenburg,282,40,90,54,72,20,6
1026,Röschenz,1824,169,542,360,488,195,70
1027,Wahlen,1388,135,434,270,384,135,30
1028,Zwingen,2176,293,702,465,512,180,24
1029,Arisdorf,1596,140,542,273,388,165,88
1030,Augst,840,170,362,138,108,50,12
1031,Bubendorf,4385,398,1326,792,1148,470,251
1032,Frenkendorf,6292,963,1890,1089,1544,545,261
1033,Füllinsdorf,4241,673,1506,711,800,375,176
1034,Giebenach,1063,90,370,189,268,100,46
1035,Hersberg,327,34,116,57,76,25,19
1036,Lausen,4950,558,1584,933,1260,435,180
1037,Liestal,13521,2111,4210,2325,2896,1390,589
1038,Lupsingen,1368,140,442,213,368,150,55
1039,Pratteln,15114,2408,4578,2889,3224,1415,600
1040,Ramlinsburg,683,61,234,126,156,75,31
1041,Seltisberg,1292,142,420,222,320,155,33
1042,Ziefen,1563,114,396,294,456,210,93
1043,Anwil,582,43,148,105,192,55,39
1044,Böckten,770,86,264,138,208,65,9
1045,Buckten,686,79,218,108,152,70,59
1046,Buus,960,91,294,198,196,115,66
1047,Diepflingen,681,75,214,93,192,95,12
1048,Gelterkinden,5675,797,1830,1005,1328,445,270
1049,Häfelfingen,270,23,60,69,68,30,20
1050,Hemmiken,259,42,86,42,68,15,6
1051,Itingen,2029,192,686,363,524,195,69
1052,Känerkinden,477,56,164,81,116,30,30
1053,Kilchberg (BL),157,12,52,15,52,20,6
1054,Läufelfingen,1242,159,346,222,296,155,64
1055,Maisprach,929,109,278,204,216,90,32
1056,Nusshof,243,22,86,36,44,30,25
1057,Oltingen,466,60,126,57,104,80,39
1058,Ormalingen,1968,247,652,327,448,215,79
1059,Rickenbach (BL),574,67,190,102,132,50,33
1060,Rothenfluh,765,80,226,129,212,80,38
1061,Rümlingen,381,39,108,87,56,35,56
1062,Rünenberg,762,93,266,129,168,100,6
1063,Sissach,6323,859,1980,1185,1436,615,248
1064,Tecknau,846,70,252,165,208,115,36
1065,Tenniken,883,86,326,153,228,45,45
1066,Thürnen,1314,154,454,249,296,115,46
1067,Wenslingen,710,77,226,102,192,70,43
1068,Wintersingen,607,68,222,84,128,80,25
1069,Wittinsburg,409,47,108,51,120,45,38
1070,Zeglingen,459,44,142,60,152,40,21
1071,Zunzgen,2471,301,780,462,656,155,117
1072,Arboldswil,539,52,190,66,132,80,19
1073,Bennwil,637,61,196,75,180,75,50
1074,Bretzwil,753,70,194,123,188,100,78
1075,Diegten,1592,156,472,249,436,185,94
1076,Eptingen,515,68,150,90,128,65,14
1077,Hölstein,2339,241,756,411,524,285,122
1078,Lampenberg,502,46,178,81,112,45,40
1079,Langenbruck,955,133,286,168,196,105,67
1080,Lauwil,327,37,110,42,96,30,12
1081,Liedertswil,165,23,50,36,40,10,6
1082,Niederdorf,1714,198,510,279,388,225,114
1083,Oberdorf (BL),2310,262,666,435,520,265,162
1084,Reigoldswil,1536,180,450,261,356,185,104
1085,Titterten,411,50,134,72,92,45,18
1086,Waldenburg,1168,199,330,198,184,125,132
1087,Gächlingen,779,114,266,114,136,100,49
1088,Löhningen,1358,150,406,243,312,175,72
1089,Neunkirch,2003,274,600,366,532,175,56
1090,Büttenhardt,354,26,110,75,72,45,26
1091,Dörflingen,927,82,322,162,240,85,36
1092,Lohn (SH),733,71,220,105,244,45,48
1093,Stetten (SH),1283,92,378,183,404,190,36
1094,Thayngen,5067,781,1634,906,1052,515,179
1095,Bargen (SH),290,39,104,39,64,30,14
1096,Beringen,4048,544,1318,708,984,310,184
1097,Buchberg,844,85,286,87,248,100,38
1098,Merishausen,812,82,184,123,232,120,71
1099,Neuhausen am Rheinfall,10110,2093,3072,1635,2048,815,447
1100,Rüdlingen,752,72,256,138,220,60,6
1101,Schaffhausen,34844,6609,10920,5610,7164,3095,1446
1102,Beggingen,498,60,140,93,84,80,41
1103,Schleitheim,1681,217,490,279,308,215,172
1104,Siblingen,806,80,284,138,228,70,6
1105,Buch (SH),306,41,116,42,64,30,13
1106,Hemishofen,439,52,142,60,100,60,25
1107,Ramsen,1338,163,424,225,312,160,54
1108,Stein am Rhein,3275,580,1080,507,704,275,129
1109,Hallau,2020,280,614,372,348,245,161
1110,Oberhallau,430,41,130,69,88,70,32
1111,Trasadingen,584,81,170,93,164,45,31
1112,Wilchingen,1690,171,466,333,416,180,124
1113,Herisau,15000,2501,4458,2544,3424,1385,688
1114,Hundwil,958,95,208,138,188,205,124
1115,Schönengrund,504,67,148,63,84,75,67
1116,Schwellbrunn,1458,155,354,234,296,250,169
1117,Stein (AR),1362,138,388,189,364,175,108
1118,Urnäsch,2205,327,630,249,472,280,247
1119,Waldstatt,1763,153,478,264,412,220,236
1120,Bühler,1678,208,446,291,424,190,119
1121,Gais,2991,369,864,486,628,405,239
1122,Speicher,4117,540,1198,654,996,530,199
1123,Teufen (AR),5917,806,1676,1005,1364,615,451
1124,Trogen,1638,227,408,288,388,210,117
1125,Grub (AR),993,76,304,183,228,100,102
1126,Heiden,3964,559,1186,690,908,385,236
1127,Lutzenberg,1235,150,462,213,232,125,53
1128,Rehetobel,1661,184,490,306,328,215,138
1129,Reute (AR),659,95,224,105,140,75,20
1130,Wald (AR),821,115,226,135,152,125,68
1131,Walzenhausen,2025,308,632,330,420,205,130
1132,Wolfhalden,1714,202,522,318,388,185,99
1133,Appenzell,5540,794,1542,900,1164,815,325
